index,split,gain
EXT_SOURCE_2,258,28141.009273529053
EXT_SOURCE_3,185,21944.11270904541
ORGANIZATION_TYPE,404,8946.792673110962
EXT_SOURCE_1,231,8478.074195861816
EXT_SOURCE_3-rank_in-region,84,7371.629004478455
OCCUPATION_TYPE,69,2513.52951335907
DAYS_LAST_PHONE_CHANGE-DAYS_EMPLOYED,62,2273.361520767212
ins_gby-SK_ID_CURR-SK_ID_PREV_AMT_PAYMENT_min_mean,73,2227.6625003814697
AMT_ANNUITY,87,2077.130509376526
CODE_GENDER,59,2048.381603240967
DAYS_BIRTH,84,2039.7933053970337
ins_gby-SK_ID_CURR-SK_ID_PREV_AMT_PAYMENT_min_sum,54,1999.8012065887451
NAME_EDUCATION_TYPE,31,1834.6419105529785
AMT_GOODS_PRICE,67,1788.9672946929932
AMT_CREDIT,74,1754.1701936721802
EXT_SOURCE_1-by-AMT_INCOME_TOTAL,71,1550.0968017578125
bureau_DAYS_CREDIT_ENDDATE-Active-Consumer-credit_mean,60,1462.08820438385
AMT_ANNUITY-by-AMT_INCOME_TOTAL,69,1385.691798210144
bureau_DAYS_CREDIT_ENDDATE-Active-Consumer-credit_sum,59,1384.6110982894897
OWN_CAR_AGE,46,1368.7598991394043
AMT_ANNUITY-rank_in-region,56,1189.3880996704102
EXT_SOURCE_1-rank_in-region,54,1150.1547012329102
ins_gby-SK_ID_CURR-SK_ID_PREV_AMT_PAYMENT_min_max,35,1136.9520988464355
DAYS_EMPLOYED,43,1029.0162057876587
prev_NAME_YIELD_GROUP_CNT_PAYMENT-high_mean,39,1025.263095855713
DAYS_ID_PUBLISH-DAYS_BIRTH,49,952.0333986282349
prev_NAME_YIELD_GROUP_DAYS_DECISION-high_mean,20,938.0920991897583
DAYS_EMPLOYED-DAYS_BIRTH,45,885.8754968643188
DAYS_ID_PUBLISH,47,862.2813024520874
AMT_INCOME_TOTAL-AMT_CREDIT,35,764.4948997497559
NAME_FAMILY_STATUS,31,722.1927909851074
DAYS_LAST_PHONE_CHANGE,38,681.6792993545532
