index,split,gain
EXT_SOURCE_2,5336,129313.30913615227
EXT_SOURCE_3,4498,113182.47660923004
EXT_SOURCE_3-rank_in-region,4761,77528.63730609417
DAYS_LAST_PHONE_CHANGE-DAYS_EMPLOYED,6368,46332.39902162552
AMT_INCOME_TOTAL-AMT_CREDIT,6747,44956.986411094666
AMT_CREDIT,6354,43916.84355854988
DAYS_REGISTRATION-DAYS_EMPLOYED,6542,43593.51621234417
DAYS_REGISTRATION-DAYS_BIRTH,6806,43569.33059692383
DAYS_ID_PUBLISH,6205,43069.81945550442
DAYS_ID_PUBLISH-DAYS_REGISTRATION,6862,42812.14739322662
DAYS_LAST_PHONE_CHANGE-DAYS_REGISTRATION,6553,41844.2907333374
AMT_ANNUITY,6107,41638.70383167267
EXT_SOURCE_1-rank_in-region,4781,41340.81904578209
DAYS_LAST_PHONE_CHANGE-DAYS_BIRTH,5970,40829.998284459114
DAYS_BIRTH,5589,40601.488382577896
EXT_SOURCE_1,3961,40362.46415901184
DAYS_ID_PUBLISH-DAYS_EMPLOYED,5836,40154.82875132561
AMT_CREDIT-by-AMT_INCOME_TOTAL,6085,39961.06971657276
AMT_GOODS_PRICE,4819,39857.92375445366
DAYS_EMPLOYED,5202,39386.803543806076
AMT_INCOME_TOTAL-rank_in-region,6078,39310.04397726059
AMT_ANNUITY-rank_in-region,5889,39223.381897211075
DAYS_ID_PUBLISH-DAYS_BIRTH,5471,39146.56507575512
DAYS_EMPLOYED-DAYS_BIRTH,5754,38705.53229033947
AMT_GOODS_PRICE-by-AMT_INCOME_TOTAL,6153,38546.0931545496
AMT_ANNUITY-by-AMT_INCOME_TOTAL,5798,37677.2700881958
AMT_CREDIT-rank_in-region,5704,37602.531289339066
DAYS_LAST_PHONE_CHANGE-DAYS_ID_PUBLISH,6117,37443.68668925762
DAYS_REGISTRATION,5693,36265.113215088844
AMT_INCOME_TOTAL-AMT_ANNUITY,5641,35365.57254970074
AMT_INCOME_TOTAL-AMT_GOODS_PRICE,5064,34678.955349206924
EXT_SOURCE_1-by-AMT_INCOME_TOTAL,4075,34629.70186269283
AMT_GOODS_PRICE-rank_in-region,5077,34513.19370150566
DAYS_LAST_PHONE_CHANGE,4451,33131.61338973045
REGION_POPULATION_RELATIVE,4897,32584.690853714943
LIVINGAREA_MODE,4157,26496.18844115734
LIVINGAREA_AVG,4223,25735.5389636755
LANDAREA_AVG,4261,24595.37982928753
BASEMENTAREA_MODE,4126,23886.518052339554
BASEMENTAREA_MEDI,3969,23626.185908913612
AMT_INCOME_TOTAL,3798,23257.034791827202
LANDAREA_MODE,3799,22928.47129571438
TOTALAREA_MODE,3670,22502.131098151207
ORGANIZATION_TYPE,1821,22485.13062095642
LANDAREA_MEDI,3654,22317.883323669434
YEARS_BEGINEXPLUATATION_MEDI,3722,22054.42425096035
AMT_CREDIT-by-CNT_CHILDREN,3649,21933.06065618992
YEARS_BEGINEXPLUATATION_MODE,3671,21504.92529964447
APARTMENTS_MEDI,3454,21340.651140093803
APARTMENTS_AVG,3347,21091.163435816765
AMT_ANNUITY-by-CNT_CHILDREN,3383,20372.52962768078
BASEMENTAREA_AVG,3343,20361.88005042076
APARTMENTS_MODE,3335,20284.81424021721
YEARS_BEGINEXPLUATATION_AVG,3382,20097.07460308075
COMMONAREA_MEDI,3362,19810.877069711685
COMMONAREA_AVG,3182,19777.968958377838
LIVINGAREA_MEDI,3286,19705.7004237175
NONLIVINGAREA_AVG,3213,19632.237168312073
OWN_CAR_AGE,2403,18718.757857322693
LIVINGAPARTMENTS_MEDI,3099,18492.292231321335
NONLIVINGAREA_MEDI,3204,18357.761726379395
AMT_INCOME_TOTAL-by-CNT_CHILDREN,3162,18309.02070081234
LIVINGAPARTMENTS_MODE,2980,18058.587464094162
YEARS_BUILD_AVG,3128,17915.88452422619
AMT_GOODS_PRICE-by-CNT_CHILDREN,2904,17645.237797141075
HOUR_APPR_PROCESS_START,3058,17485.340901494026
LIVINGAPARTMENTS_AVG,2847,17094.444375634193
COMMONAREA_MODE,2789,16352.91428399086
NONLIVINGAREA_MODE,2578,15700.737953424454
YEARS_BUILD_MEDI,2621,15678.558457493782
AMT_REQ_CREDIT_BUREAU_YEAR,2332,15026.417017579079
OCCUPATION_TYPE,984,14929.133624792099
YEARS_BUILD_MODE,2614,14628.696779251099
ENTRANCES_AVG,2171,12509.751224637032
OBS_30_CNT_SOCIAL_CIRCLE,2116,12087.301065683365
NAME_EDUCATION_TYPE,253,10480.596562623978
OBS_60_CNT_SOCIAL_CIRCLE,1777,10446.418184638023
ENTRANCES_MEDI,1758,10345.399973392487
FLOORSMAX_AVG,1498,9347.167039871216
ELEVATORS_AVG,1444,8900.030672550201
FLOORSMIN_AVG,1545,8731.146820783615
ENTRANCES_MODE,1497,8444.201478481293
ELEVATORS_MEDI,1343,8083.122558116913
FLOORSMAX_MEDI,1283,7985.03605723381
FLOORSMIN_MEDI,1355,7764.892923951149
AMT_REQ_CREDIT_BUREAU_QRT,1231,7686.1063866615295
