feature,total,total_diff
f101_nyg-high_AMT_GOODS_PRICE-d-AMT_CREDIT_min,20769.0,253.0
f101_approved_AMT_ANNUITY-m-app_AMT_ANNUITY-d-app_AMT_INCOME_TOTAL_pctchange_std-d-mean,20767.0,105.0
f505_Active_DAYS_CREDIT_UPDATE-m-DAYS_CREDIT_mean,20766.0,8.0
f314_days_weighted_delay_pctchange_min,20766.0,10.0
f501_DAYS_CREDIT_UPDATE-m-DAYS_CREDIT_ENDDATE_mean,20763.0,109.0
f501_DAYS_CREDIT_ENDDATE-m-app_DAYS_BIRTH_mean,20758.0,188.0
f405_AMT_INST_MIN_REGULARITY_pctchange_diff_max-d-min,20755.0,35.0
f302_notdelay_AMT_PAYMENT-d-app_AMT_ANNUITY_min,20750.0,142.0
f306_cas_DEP_diff_max,20749.0,87.0
f101_completed_nejumi_std,20747.0,249.0
f314_AMT_PAYMENT-d-app_AMT_ANNUITY_sum,20747.0,815.0
f101_nyg-high_nejumi_min,20747.0,253.0
f101_completed_AMT_CREDIT-d-total_debt_min,20741.0,135.0
f101_approved_DAYS_FIRST_DUE-d-app_DAYS_LAST_PHONE_CHANGE_mean,20741.0,381.0
f504_DAYS_ENDDATE_FACT-m-DAYS_CREDIT_ENDDATE_mean,20738.0,68.0
f110_nyg-high_nyg-high_DAYS_LAST_DUE_1ST_VERSION-d-app_DAYS_LAST_PHONE_CHANGE_max_min,20736.0,142.0
f505_Active_AMT_CREDIT_SUM-m-AMT_CREDIT_SUM_DEBT_pctchange_max,20732.0,556.0
f305_con_DBD_mean,20729.0,355.0
f105_past_payment_11m_min,20729.0,465.0
f501_DAYS_CREDIT_max,20727.0,325.0
f501_AMT_CREDIT_SUM_DEBT-d-AMT_CREDIT_SUM_max-m-min,20726.0,412.0
f108_AMT_GOODS_PRICE-d-total_debt,20724.0,12.0
f505_Active_DAYS_CREDIT_UPDATE_pctchange_mean,20721.0,45.0
f105_future_payment_21m_min,20718.0,418.0
f504_DAYS_CREDIT_ENDDATE-m-app_DAYS_LAST_PHONE_CHANGE_min,20714.0,94.0
f202_CNT_INSTALMENT_FUTURE_pctchange_std,20712.0,162.0
f505_Closed_AMT_CREDIT_SUM-d-app_AMT_INCOME_TOTAL_sum,20709.0,267.0
f505_Closed_DAYS_CREDIT_UPDATE-m-DAYS_CREDIT_ENDDATE_max-d-min,20709.0,135.0
f301_notdelay_DAYS_ENTRY_PAYMENT-m-app_DAYS_BIRTH_std-d-mean,20708.0,110.0
f506_DAYS_CREDIT_UPDATE_diff_max,20706.0,66.0
f001_AMT_INCOME_TOTAL-d-CNT_FAM_MEMBERS,20697.0,255.0
f001_DAYS_ID_PUBLISH-m-DAYS_EMPLOYED,20694.0,48.0
f314_days_delayed_payment_diff_mean,20693.0,45.0
f405_AMT_BALANCE-d-app_AMT_INCOME_TOTAL_diff_max,20692.0,264.0
f110_approved_approved_DAYS_FIRST_DRAWING-d-app_DAYS_BIRTH_max_min,20692.0,816.0
f101_nyg-high_AMT_CREDIT-m-app_AMT_ANNUITY-d-app_AMT_INCOME_TOTAL_pctchange_mean,20691.0,39.0
f305_delay_con_DAYS_ENTRY_PAYMENT_mean,20689.0,295.0
f108_past_payment_11m,20688.0,24.0
f308_cas_AMT_PAYMENT-d-app_AMT_GOODS_PRICE_diff_mean,20684.0,528.0
f505_Active_AMT_CREDIT_SUM-m-AMT_CREDIT_SUM_DEBT_diff_mean,20682.0,406.0
f501_DAYS_CREDIT_ENDDATE-m-app_DAYS_ID_PUBLISH_max,20679.0,747.0
f507_Closed_DAYS_CREDIT-d-app_DAYS_REGISTRATION_min,20677.0,257.0
f501_DAYS_ENDDATE_FACT-m-DAYS_CREDIT_sum,20676.0,486.0
f307_cons_DEP_diff_var,20670.0,224.0
f510_DAYS_ENDDATE_FACT-m-app_DAYS_BIRTH,20669.0,157.0
f001_DAYS_EMPLOYED-m-DAYS_BIRTH-d-DAYS_ID_PUBLISH-m-DAYS_BIRTH,20666.0,290.0
f102_approved_DAYS_FIRST_DUE-d-app_DAYS_BIRTH_max,20661.0,505.0
f314_days_delayed_payment_diff_var,20659.0,101.0
f101_completed_AMT_DOWN_PAYMENT_mean,20658.0,534.0
f330_days_weighted_delay_max-m-min,20658.0,244.0
f101_approved_AMT_CREDIT-d-total_debt_min,20658.0,166.0
f101_nyg-middle_nejumi_max,20657.0,91.0
f305_con_AMT_PAYMENT-d-app_AMT_ANNUITY_max,20657.0,113.0
f505_Active_AMT_CREDIT_SUM-d-app_AMT_INCOME_TOTAL_mean,20654.0,152.0
f302_NUM_INSTALMENT_ratio_mean,20653.0,173.0
f505_Closed_DAYS_CREDIT_UPDATE_mean,20653.0,135.0
f505_Closed_DAYS_ENDDATE_FACT-m-DAYS_CREDIT_sum,20650.0,48.0
f101_approved_DAYS_TERMINATION-d-app_DAYS_REGISTRATION_min,20648.0,184.0
f108_AMT_ANNUITY-m-app_AMT_ANNUITY-d-app_AMT_INCOME_TOTAL_pctchange,20647.0,175.0
f306_cons_DEP_diff_min,20647.0,567.0
f001_DAYS_EMPLOYED-m-DAYS_BIRTH-d-DAYS_LAST_PHONE_CHANGE-m-DAYS_BIRTH,20647.0,155.0
f505_Closed_DAYS_CREDIT_ENDDATE_max,20647.0,259.0
f313_days_weighted_delay_pctchange_var,20646.0,146.0
f201_CNT_INSTALMENT_FUTURE-d-CNT_INSTALMENT_std,20644.0,52.0
f101_completed_AMT_CREDIT-d-total_debt_max,20641.0,111.0
f313_days_weighted_delay_sum,20641.0,257.0
f101_nyg-middle_nejumi_mean,20640.0,508.0
f102_active_AMT_GOODS_PRICE-d-total_debt_max,20637.0,49.0
f101_nyg-middle_AMT_GOODS_PRICE-d-AMT_CREDIT_mean,20632.0,410.0
f501_AMT_CREDIT_SUM-d-debt-p-AMT_CREDIT_SUM_DEBT-p-AMT_CREDIT_SUM_LIMIT_max,20631.0,357.0
f101_nyg-middle_AMT_GOODS_PRICE-d-AMT_CREDIT_min,20629.0,713.0
f505_Closed_AMT_CREDIT_SUM-m-AMT_CREDIT_SUM_DEBT_mean,20626.0,408.0
f105_past_payment_9m_min,20624.0,520.0
f501_AMT_CREDIT_SUM_mean,20623.0,443.0
f101_approved_DAYS_TERMINATION-d-app_DAYS_BIRTH_max-d-min,20622.0,230.0
f501_DAYS_CREDIT_ENDDATE-d-app_DAYS_EMPLOYED_max-d-min,20622.0,460.0
f330_delay_DAYS_ENTRY_PAYMENT-m-app_DAYS_REGISTRATION_max-d-min,20620.0,764.0
f101_approved_AMT_ANNUITY-m-app_AMT_ANNUITY-d-app_AMT_INCOME_TOTAL_std-d-mean,20619.0,467.0
f312_days_weighted_delay_pctchange_sum,20617.0,333.0
f505_Active_AMT_CREDIT_SUM-d-app_AMT_INCOME_TOTAL_diff_max,20617.0,287.0
f101_refused_DAYS_DECISION_max,20616.0,548.0
f305_con_AMT_PAYMENT-d-app_AMT_INCOME_TOTAL_mean,20613.0,183.0
f501_DAYS_CREDIT_UPDATE-m-DAYS_CREDIT_ENDDATE_std,20612.0,346.0
f501_DAYS_CREDIT_ENDDATE-m-app_DAYS_BIRTH_min,20606.0,16.0
f505_Active_AMT_CREDIT_SUM_DEBT-d-AMT_CREDIT_SUM_std,20603.0,363.0
f302_notdelay_DAYS_ENTRY_PAYMENT_mean,20603.0,445.0
f202_CNT_INSTALMENT_FUTURE_pctchange_max-d-min,20600.0,500.0
f305_notdelay_con_DAYS_ENTRY_PAYMENT-m-app_DAYS_LAST_PHONE_CHANGE_std-d-mean,20595.0,279.0
f313_days_weighted_delay_pctchange_sum,20595.0,261.0
f301_DBD_mean,20595.0,209.0
f508_Active_DAYS_CREDIT-m-app_DAYS_BIRTH_sum,20592.0,174.0
f312_amt_ratio_mean,20587.0,119.0
f505_Active_AMT_CREDIT_SUM-m-AMT_CREDIT_SUM_DEBT_pctchange_mean,20586.0,932.0
f101_completed_DAYS_LAST_DUE_1ST_VERSION-m-app_DAYS_ID_PUBLISH_max-d-min,20586.0,66.0
f507_Active_AMT_CREDIT_SUM-m-AMT_CREDIT_SUM_DEBT_sum,20585.0,57.0
f101_approved_DAYS_TERMINATION-d-app_DAYS_ID_PUBLISH_min,20584.0,196.0
f331_DBD_max,20582.0,368.0
f101_completed_AMT_GOODS_PRICE-d-total_debt_mean,20582.0,698.0
f501_AMT_CREDIT_SUM-d-app_AMT_ANNUITY_pctchange_std-d-mean,20581.0,569.0
f501_AMT_CREDIT_SUM_DEBT-p-AMT_CREDIT_SUM_LIMIT_std,20580.0,278.0
f505_Active_AMT_CREDIT_SUM_max,20580.0,126.0
f308_delay_cas_DPD_pctchange_mean,20577.0,427.0
f001_ENTRANCES_AVG,20573.0,343.0
f310_delay_days_weighted_delay_max,20573.0,735.0
f310_notdelay_DAYS_ENTRY_PAYMENT-m-app_DAYS_BIRTH_max-d-min,20573.0,159.0
f101_approved_DAYS_LAST_DUE_1ST_VERSION-d-app_DAYS_BIRTH_min,20573.0,55.0
f308_cons_days_delayed_payment_pctchange_min,20563.0,277.0
f401_AMT_PAYMENT_CURRENT_diff_max-d-min,20562.0,8.0
f502_AMT_CREDIT_SUM-m-AMT_CREDIT_SUM_DEBT_mean,20562.0,164.0
f108_AMT_ANNUITY-m-app_AMT_ANNUITY-d-app_AMT_INCOME_TOTAL,20561.0,515.0
f505_Active_DAYS_CREDIT-m-app_DAYS_REGISTRATION_sum,20560.0,24.0
f501_DAYS_CREDIT-d-app_DAYS_LAST_PHONE_CHANGE_mean,20556.0,278.0
f308_cons_NUM_INSTALMENT_ratio_diff_max,20556.0,598.0
f101_completed_AMT_ANNUITY-d-app_AMT_INCOME_TOTAL_mean,20555.0,493.0
f105_cnt_paid-d-unpaid_sum,20554.0,466.0
f501_AMT_CREDIT_SUM-d-app_AMT_ANNUITY_std-d-mean,20554.0,592.0
f505_Closed_AMT_CREDIT_SUM_min,20548.0,702.0
f502_AMT_CREDIT_MAX_OVERDUE_max,20546.0,112.0
f312_days_delayed_payment_pctchange_min,20539.0,423.0
f108_AMT_GOODS_PRICE-d-AMT_CREDIT_diff,20538.0,400.0
f305_notdelay_rev_AMT_PAYMENT-d-app_AMT_ANNUITY_std-d-mean,20534.0,500.0
f501_AMT_CREDIT_SUM_DEBT-d-AMT_CREDIT_SUM_diff_std,20530.0,298.0
f101_approved_AMT_ANNUITY-m-app_AMT_ANNUITY_max,20527.0,471.0
f101_nyg-high_AMT_CREDIT-m-app_AMT_ANNUITY-d-app_AMT_INCOME_TOTAL_pctchange_std,20527.0,303.0
f330_DPD_mean,20520.0,82.0
f332_delay_DAYS_ENTRY_PAYMENT_sum,20517.0,227.0
f101_nyg-middle_AMT_CREDIT-m-app_AMT_GOODS_PRICE-d-app_AMT_INCOME_TOTAL_std-d-mean,20517.0,229.0
f101_approved_total_debt_pctchange_mean,20515.0,33.0
f308_cons_AMT_INSTALMENT_pctchange_var,20513.0,177.0
f310_days_weighted_delay_mean,20512.0,12.0
f502_DAYS_CREDIT-m-app_DAYS_BIRTH_sum,20511.0,413.0
f105_prevapp_future_payment_max-d-credit,20511.0,103.0
f310_AMT_PAYMENT-d-app_AMT_ANNUITY_min,20511.0,87.0
f305_cas_DAYS_ENTRY_PAYMENT_max,20510.0,730.0
f505_Active_DAYS_CREDIT_UPDATE_pctchange_max,20507.0,475.0
f501_AMT_CREDIT_SUM-m-AMT_CREDIT_SUM_DEBT_std,20506.0,304.0
f501_DAYS_CREDIT_UPDATE-m-DAYS_CREDIT_max-d-min,20503.0,511.0
f102_approved_AMT_ANNUITY-d-app_AMT_INCOME_TOTAL_max,20502.0,40.0
f302_notdelay_DAYS_ENTRY_PAYMENT-m-app_DAYS_BIRTH_max-m-min,20501.0,37.0
f505_Active_AMT_CREDIT_SUM_DEBT-p-AMT_CREDIT_SUM_LIMIT_mean,20496.0,80.0
f001_DAYS_EMPLOYED-d-DAYS_BIRTH,20494.0,362.0
f507_Active_DAYS_CREDIT_UPDATE_mean,20494.0,46.0
f504_AMT_CREDIT_SUM-m-AMT_CREDIT_SUM_DEBT_pctchange_mean,20493.0,63.0
f314_days_delayed_payment_pctchange_min,20492.0,378.0
f101_approved_AMT_APPLICATION-m-app_AMT_INCOME_TOTAL_std-d-mean,20491.0,21.0
f102_refused_DAYS_DECISION_std-d-mean,20491.0,41.0
f308_cas_NUM_INSTALMENT_NUMBER_pctchange_mean,20488.0,668.0
f505_Closed_DAYS_CREDIT-d-app_DAYS_LAST_PHONE_CHANGE_min,20485.0,369.0
f502_AMT_CREDIT_SUM_min,20479.0,99.0
f501_DAYS_CREDIT_ENDDATE-d-app_DAYS_EMPLOYED_sum,20479.0,255.0
f304_DAYS_ENTRY_PAYMENT-m-app_DAYS_REGISTRATION_min,20477.0,251.0
f501_DAYS_CREDIT-m-app_DAYS_ID_PUBLISH_max-d-min,20474.0,118.0
f510_DAYS_CREDIT_ENDDATE-m-app_DAYS_BIRTH,20471.0,661.0
f101_approved_AMT_CREDIT-m-app_AMT_INCOME_TOTAL_pctchange_max-d-min,20470.0,442.0
f301_amt_ratio_max-m-min,20465.0,483.0
f507_Active_AMT_CREDIT_SUM_DEBT-d-AMT_CREDIT_SUM_sum,20461.0,107.0
f314_AMT_PAYMENT-d-app_AMT_ANNUITY_pctchange_mean,20461.0,45.0
f101_approved_DAYS_TERMINATION-d-app_DAYS_LAST_PHONE_CHANGE_min,20459.0,101.0
f101_approved_DAYS_LAST_DUE_1ST_VERSION-m-app_DAYS_BIRTH_min,20456.0,454.0
f202_CNT_INSTALMENT_FUTURE-d-CNT_INSTALMENT_std,20453.0,303.0
f108_DAYS_LAST_DUE_1ST_VERSION-m-app_DAYS_LAST_PHONE_CHANGE,20451.0,183.0
f507_Active_AMT_CREDIT_SUM-d-app_AMT_INCOME_TOTAL_max,20450.0,392.0
f101_approved_AMT_CREDIT-m-app_AMT_ANNUITY-d-app_AMT_INCOME_TOTAL_pctchange_max,20449.0,459.0
f509_AMT_CREDIT_SUM-d-app_AMT_INCOME_TOTAL_diff,20447.0,1.0
f303_days_weighted_delay_mean,20446.0,10.0
f501_DAYS_CREDIT_UPDATE_pctchange_std,20446.0,196.0
f101_completed_AMT_ANNUITY_mean,20444.0,44.0
f505_Active_DAYS_CREDIT-m-app_DAYS_EMPLOYED_sum,20434.0,408.0
f301_delay_NUM_INSTALMENT_ratio_min,20433.0,183.0
f201_CNT_INSTALMENT_FUTURE_diff_std-d-mean,20432.0,380.0
f330_delay_DAYS_ENTRY_PAYMENT_sum,20431.0,715.0
f501_AMT_CREDIT_SUM-d-app_AMT_CREDIT_diff_max-m-min,20429.0,309.0
f501_DAYS_CREDIT-d-app_DAYS_EMPLOYED_mean,20425.0,535.0
f509_AMT_CREDIT_SUM-d-debt-p-AMT_CREDIT_SUM_DEBT-p-AMT_CREDIT_SUM_LIMIT,20425.0,353.0
f104_nyg-high_AMT_ANNUITY-m-app_AMT_ANNUITY-d-app_AMT_INCOME_TOTAL_mean,20423.0,265.0
f303_notdelay_DAYS_ENTRY_PAYMENT-m-app_DAYS_ID_PUBLISH_max-d-min,20421.0,523.0
f101_completed_nejumi_mean,20417.0,381.0
f502_AMT_CREDIT_SUM-d-debt-p-AMT_CREDIT_SUM_DEBT-p-AMT_CREDIT_SUM_LIMIT_std-d-mean,20413.0,669.0
f405_AMT_DRAWINGS_ATM_CURRENT_diff_mean,20412.0,548.0
f303_notdelay_DBD_mean,20408.0,338.0
f201_CNT_INSTALMENT_FUTURE_pctchange_std,20400.0,146.0
f303_DAYS_ENTRY_PAYMENT-m-app_DAYS_BIRTH_std-d-mean,20397.0,227.0
f507_Active_DAYS_CREDIT_ENDDATE_mean,20396.0,138.0
f101_nyg-low_normal_DAYS_LAST_DUE-d-app_DAYS_ID_PUBLISH_min,20395.0,635.0
f101_approved_AMT_ANNUITY-m-app_AMT_ANNUITY-d-app_AMT_INCOME_TOTAL_mean,20393.0,165.0
f505_Active_DAYS_CREDIT-d-app_DAYS_EMPLOYED_mean,20389.0,345.0
f101_approved_AMT_CREDIT-m-app_AMT_ANNUITY-d-app_AMT_INCOME_TOTAL_std-d-mean,20384.0,28.0
f101_approved_AMT_GOODS_PRICE-d-AMT_CREDIT_mean,20384.0,196.0
f510_DAYS_ENDDATE_FACT-m-app_DAYS_LAST_PHONE_CHANGE,20384.0,74.0
f505_Active_DAYS_CREDIT_UPDATE-m-DAYS_CREDIT_max-d-min,20384.0,60.0
f501_DAYS_CREDIT_ENDDATE-m-app_DAYS_EMPLOYED_max-d-min,20383.0,167.0
f307_cons_DEP_diff_max,20382.0,340.0
f507_Active_DAYS_CREDIT_ENDDATE-d-app_DAYS_BIRTH_mean,20379.0,407.0
f501_AMT_CREDIT_SUM_DEBT-d-AMT_CREDIT_SUM_diff_max-m-min,20377.0,649.0
f101_completed_DAYS_FIRST_DUE-d-app_DAYS_BIRTH_min,20377.0,269.0
f501_DAYS_CREDIT_ENDDATE-d-app_DAYS_LAST_PHONE_CHANGE_max-d-min,20376.0,204.0
f103_nyg-middle_DAYS_FIRST_DUE-d-app_DAYS_BIRTH_mean,20376.0,896.0
f406_CNT_DRAWINGS_ATM_CURRENT_std,20375.0,207.0
f501_AMT_CREDIT_SUM-d-app_AMT_ANNUITY_pctchange_std,20375.0,401.0
f312_days_delayed_payment_diff_var,20375.0,97.0
f308_cons_DBD_pctchange_var,20373.0,213.0
f310_notdelay_DAYS_ENTRY_PAYMENT_max,20372.0,342.0
f301_notdelay_amt_delta_mean,20367.0,37.0
f101_nyg-middle_AMT_ANNUITY-d-app_AMT_INCOME_TOTAL_min,20366.0,256.0
f101_approved_cnt_paid_mean,20360.0,508.0
f501_DAYS_CREDIT-d-app_DAYS_REGISTRATION_min,20358.0,532.0
f101_approved_nejumi_min,20356.0,10.0
f101_completed_AMT_ANNUITY-d-app_AMT_CREDIT_max,20355.0,171.0
f108_DAYS_FIRST_DUE-m-app_DAYS_BIRTH,20354.0,834.0
f109_DAYS_FIRST_DUE,20348.0,676.0
f505_Closed_DAYS_CREDIT-d-app_DAYS_BIRTH_min,20348.0,142.0
f308_cons_days_weighted_delay_pctchange_var,20347.0,263.0
f508_Active_AMT_CREDIT_SUM_DEBT-d-AMT_CREDIT_SUM_mean,20343.0,359.0
f505_Active_DAYS_CREDIT_ENDDATE-d-app_DAYS_ID_PUBLISH_max,20343.0,5.0
f502_AMT_CREDIT_SUM_DEBT_mean,20342.0,648.0
f104_nyg-high_DAYS_FIRST_DUE-d-app_DAYS_BIRTH_max,20340.0,916.0
f505_Active_AMT_CREDIT_SUM_mean,20340.0,352.0
f305_con_days_weighted_delay_sum,20339.0,229.0
f311_AMT_PAYMENT-m-AMT_ANNUITY_pctchange_mean,20338.0,20.0
f308_notdelay_cas_AMT_PAYMENT-d-app_AMT_GOODS_PRICE_diff_max,20337.0,45.0
f501_AMT_CREDIT_SUM-d-app_AMT_ANNUITY_diff_max-d-min,20336.0,140.0
f501_DAYS_CREDIT_UPDATE-m-DAYS_CREDIT_max,20333.0,475.0
f505_Closed_AMT_CREDIT_SUM-m-AMT_CREDIT_SUM_DEBT_pctchange_std-d-mean,20333.0,1.0
f508_Active_AMT_CREDIT_SUM_max-m-min,20329.0,89.0
f101_approved_DAYS_LAST_DUE_1ST_VERSION-m-app_DAYS_LAST_PHONE_CHANGE_max,20329.0,253.0
f505_Active_AMT_CREDIT_SUM-m-AMT_CREDIT_SUM_DEBT_pctchange_min,20324.0,80.0
f109_DAYS_FIRST_DUE-d-app_DAYS_REGISTRATION,20322.0,346.0
f305_con_AMT_PAYMENT-d-app_AMT_INCOME_TOTAL_min,20322.0,188.0
f101_nyg-low_normal_AMT_GOODS_PRICE-d-total_debt_mean,20321.0,243.0
f101_approved_AMT_CREDIT-m-app_AMT_INCOME_TOTAL_pctchange_std-d-mean,20315.0,533.0
f507_Active_AMT_CREDIT_SUM-m-AMT_CREDIT_SUM_DEBT_max,20314.0,796.0
f101_approved_AMT_ANNUITY-m-app_AMT_ANNUITY-d-app_AMT_INCOME_TOTAL_min,20314.0,6.0
f505_Active_AMT_CREDIT_SUM_DEBT-p-AMT_CREDIT_SUM_LIMIT_max-m-min,20311.0,365.0
f314_AMT_PAYMENT-m-AMT_ANNUITY_pctchange_mean,20308.0,14.0
f104_nyg-high_AMT_APPLICATION-d-app_AMT_CREDIT_min,20308.0,678.0
f505_Active_DAYS_CREDIT_ENDDATE-m-DAYS_CREDIT_min,20306.0,152.0
f203_CNT_INSTALMENT_FUTURE-d-CNT_INSTALMENT_std,20304.0,628.0
f103_refused_AMT_ANNUITY-m-app_AMT_INCOME_TOTAL_max,20303.0,151.0
f303_DAYS_ENTRY_PAYMENT_max,20303.0,367.0
f330_delay_DAYS_ENTRY_PAYMENT-m-app_DAYS_LAST_PHONE_CHANGE_max-d-min,20300.0,28.0
f330_delay_DAYS_ENTRY_PAYMENT-m-app_DAYS_LAST_PHONE_CHANGE_mean,20300.0,444.0
f308_delay_cas_days_weighted_delay_tsw3_diff_mean,20299.0,349.0
f108_DAYS_LAST_DUE_1ST_VERSION-m-app_DAYS_REGISTRATION,20298.0,346.0
f101_approved_AMT_CREDIT-m-app_AMT_INCOME_TOTAL_pctchange_max,20298.0,92.0
f301_AMT_PAYMENT-d-app_AMT_INCOME_TOTAL_min,20298.0,264.0
f101_completed_AMT_GOODS_PRICE-d-AMT_CREDIT_mean,20297.0,711.0
f302_DAYS_ENTRY_PAYMENT_mean,20294.0,494.0
f505_Active_DAYS_CREDIT_UPDATE-m-DAYS_CREDIT_ENDDATE_max,20291.0,275.0
f505_Closed_DAYS_CREDIT_ENDDATE-m-DAYS_CREDIT_mean,20290.0,388.0
f101_approved_DAYS_LAST_DUE_1ST_VERSION-m-app_DAYS_BIRTH_max,20282.0,646.0
f501_AMT_CREDIT_MAX_OVERDUE_std,20280.0,444.0
f505_Active_AMT_CREDIT_SUM-d-app_AMT_ANNUITY_pctchange_std-d-mean,20279.0,67.0
f505_Closed_DAYS_CREDIT_ENDDATE-d-app_DAYS_EMPLOYED_min,20270.0,200.0
f308_delay_cons_AMT_PAYMENT_diff_min,20270.0,126.0
f406_AMT_RECEIVABLE_PRINCIPAL_diff_pctchange_min,20260.0,242.0
f110_nyg-low_normal_nyg-low_normal_DAYS_DECISION_max_min,20259.0,503.0
f505_Closed_DAYS_CREDIT_ENDDATE-d-app_DAYS_LAST_PHONE_CHANGE_max-m-min,20256.0,128.0
f409_AMT_BALANCE-d-AMT_CREDIT_LIMIT_ACTUAL_max,20256.0,484.0
f101_nyg-middle_AMT_ANNUITY-m-app_AMT_INCOME_TOTAL_max,20253.0,791.0
f501_AMT_CREDIT_SUM_DEBT-d-AMT_CREDIT_SUM_sum,20251.0,771.0
f302_DAYS_ENTRY_PAYMENT-m-app_DAYS_BIRTH_std-d-mean,20250.0,50.0
f106_NAME_CONTRACT_STATUS-Refused_appref,20249.0,519.0
f104_nyg-low_normal_AMT_ANNUITY-d-app_AMT_ANNUITY_std-d-mean,20245.0,823.0
f305_con_AMT_INSTALMENT_sum,20243.0,219.0
f109_DAYS_FIRST_DUE-m-app_DAYS_BIRTH,20241.0,873.0
f330_DBD_max,20240.0,162.0
f505_Closed_DAYS_CREDIT_ENDDATE-m-app_DAYS_LAST_PHONE_CHANGE_std-d-mean,20240.0,426.0
f505_Closed_DAYS_ENDDATE_FACT-d-app_DAYS_BIRTH_min,20239.0,291.0
f101_approved_AMT_CREDIT-d-total_debt_diff_mean,20236.0,390.0
f101_approved_DAYS_LAST_DUE_1ST_VERSION-d-app_DAYS_LAST_PHONE_CHANGE_std-d-mean,20233.0,19.0
f203_CNT_INSTALMENT_FUTURE_pctchange_std,20232.0,90.0
f505_Active_DAYS_CREDIT_ENDDATE-m-app_DAYS_EMPLOYED_min,20232.0,50.0
f101_approved_AMT_GOODS_PRICE-m-app_AMT_INCOME_TOTAL_pctchange_mean,20229.0,465.0
f502_AMT_CREDIT_MAX_OVERDUE_mean,20228.0,276.0
f101_approved_AMT_GOODS_PRICE-m-app_AMT_CREDIT-d-app_AMT_INCOME_TOTAL_pctchange_std-d-mean,20227.0,1113.0
f308_cons_AMT_INSTALMENT_pctchange_max,20224.0,456.0
f101_nyg-high_RATE_DOWN_PAYMENT_max,20223.0,13.0
f001_DAYS_ID_PUBLISH-m-DAYS_REGISTRATION-d-DAYS_LAST_PHONE_CHANGE-m-DAYS_REGISTRATION,20221.0,145.0
f103_nyg-low_normal_AMT_ANNUITY-m-app_AMT_ANNUITY-d-app_AMT_INCOME_TOTAL_pctchange_max,20220.0,160.0
f301_DAYS_ENTRY_PAYMENT-m-app_DAYS_LAST_PHONE_CHANGE_max-d-min,20219.0,79.0
f305_delay_con_DAYS_ENTRY_PAYMENT_max,20219.0,219.0
f101_approved_DAYS_LAST_DUE_1ST_VERSION-m-app_DAYS_EMPLOYED_max-d-min,20217.0,499.0
f501_AMT_CREDIT_SUM-d-app_AMT_INCOME_TOTAL_diff_mean,20215.0,125.0
f309_notdelay_AMT_PAYMENT-d-app_AMT_INCOME_TOTAL_min,20214.0,92.0
f308_cons_DBD_pctchange_mean,20213.0,47.0
f330_days_weighted_delay_mean,20209.0,427.0
f510_DAYS_ENDDATE_FACT-d-app_DAYS_ID_PUBLISH,20207.0,301.0
f305_con_AMT_INSTALMENT_max-d-min,20206.0,444.0
f302_notdelay_days_weighted_delay_sum,20202.0,412.0
f111_nyg-middle_amt_unpaid_min,20202.0,94.0
f203_CNT_INSTALMENT-m-CNT_INSTALMENT_FUTURE_std-d-mean,20201.0,195.0
f001_DAYS_ID_PUBLISH-m-DAYS_BIRTH-d-DAYS_LAST_PHONE_CHANGE-m-DAYS_REGISTRATION,20201.0,15.0
f506_AMT_CREDIT_SUM-d-app_AMT_INCOME_TOTAL_std,20199.0,171.0
f505_Active_DAYS_CREDIT_UPDATE_max,20198.0,280.0
f101_approved_RATE_DOWN_PAYMENT_std,20198.0,306.0
f103_completed_DAYS_FIRST_DUE-d-app_DAYS_REGISTRATION_min,20197.0,583.0
f507_Active_DAYS_CREDIT-m-app_DAYS_ID_PUBLISH_sum,20195.0,71.0
f313_amt_ratio_pctchange_sum,20195.0,1151.0
f101_nyg-middle_AMT_ANNUITY-d-app_AMT_ANNUITY_max,20184.0,276.0
f505_Closed_DAYS_CREDIT_ENDDATE-d-app_DAYS_BIRTH_min,20184.0,250.0
f308_cons_days_weighted_delay_diff_min,20180.0,500.0
f505_Active_AMT_CREDIT_SUM_diff_max,20180.0,306.0
f001_DAYS_LAST_PHONE_CHANGE-m-DAYS_BIRTH-d-DAYS_REGISTRATION-m-DAYS_EMPLOYED,20172.0,66.0
f330_AMT_PAYMENT_min,20168.0,292.0
f301_delay_NUM_INSTALMENT_ratio_std-d-mean,20167.0,445.0
f507_Active_DAYS_CREDIT_UPDATE_max,20165.0,257.0
f401_AMT_BALANCE-d-app_AMT_CREDIT_diff_mean,20162.0,144.0
f308_cons_AMT_INSTALMENT_diff_min,20159.0,201.0
f203_CNT_INSTALMENT_FUTURE_pctchange_mean,20145.0,907.0
f505_Active_DAYS_CREDIT_ENDDATE-d-app_DAYS_LAST_PHONE_CHANGE_std-d-mean,20144.0,238.0
f501_AMT_CREDIT_SUM-m-AMT_CREDIT_SUM_DEBT_diff_min,20143.0,335.0
f301_delay_NUM_INSTALMENT_ratio_mean,20143.0,543.0
f301_AMT_PAYMENT-d-app_AMT_ANNUITY_mean,20142.0,860.0
f330_AMT_PAYMENT-d-app_AMT_ANNUITY_mean,20142.0,410.0
f101_approved_DAYS_DECISION_std-d-mean,20140.0,86.0
f001_AMT_ANNUITY,20135.0,583.0
f505_Active_DAYS_CREDIT-d-app_DAYS_LAST_PHONE_CHANGE_max,20134.0,912.0
f308_cons_DBD_diff_var,20130.0,174.0
