feature,total,total_diff
f110_nyg-low_normal_nyg-low_normal_DAYS_FIRST_DUE-m-app_DAYS_EMPLOYED_max_min,4595.0,231.0
f508_Closed_DAYS_ENDDATE_FACT-m-app_DAYS_ID_PUBLISH_max,4595.0,2133.0
f305_rev_DAYS_ENTRY_PAYMENT-m-app_DAYS_EMPLOYED_std-d-mean,4595.0,111.0
f502_AMT_CREDIT_SUM_DEBT-d-app_AMT_CREDIT_diff_std,4590.0,972.0
f310_AMT_PAYMENT-d-AMT_ANNUITY_max-m-min,4589.0,657.0
f402_AMT_TOTAL_RECEIVABLE-m-AMT_RECEIVABLE_PRINCIPAL_pctchange_pctchange_std,4588.0,990.0
f101_approved_DAYS_TERMINATION-m-app_DAYS_BIRTH_min,4587.0,165.0
f401_AMT_RECEIVABLE_PRINCIPAL-d-AMT_TOTAL_RECEIVABLE_diff_max-m-min,4583.0,1611.0
f101_refused_AMT_CREDIT-d-app_AMT_CREDIT_min,4579.0,925.0
f110_completed_completed_AMT_GOODS_PRICE-d-app_AMT_ANNUITY_diff_max_min,4578.0,488.0
f330_delay_AMT_PAYMENT-d-AMT_ANNUITY_max,4574.0,1074.0
f101_nyg-high_DAYS_LAST_DUE-m-app_DAYS_BIRTH_max-d-min,4571.0,159.0
f508_Active_AMT_CREDIT_SUM_DEBT-d-app_AMT_ANNUITY_mean,4569.0,515.0
f401_AMT_DRAWINGS_ATM_CURRENT_pctchange_max-d-min,4562.0,784.0
f411_AMT_PAYMENT_CURRENT_pctchange_pctchange_std,4554.0,462.0
f401_AMT_RECEIVABLE_PRINCIPAL-d-AMT_TOTAL_RECEIVABLE_diff_pctchange_min,4552.0,810.0
f103_nyg-low_normal_AMT_CREDIT-m-app_AMT_ANNUITY-d-app_AMT_INCOME_TOTAL_pctchange_min,4551.0,1731.0
f310_notdelay_amt_ratio_max-m-min,4549.0,275.0
f103_approved_AMT_CREDIT-m-app_AMT_INCOME_TOTAL_max-d-min,4547.0,1459.0
f110_completed_completed_nejumi_max_std,4544.0,2728.0
f507_Active_AMT_CREDIT_SUM_DEBT-d-app_AMT_CREDIT_diff_mean,4533.0,917.0
f101_nyg-high_AMT_GOODS_PRICE-m-app_AMT_CREDIT-d-app_AMT_INCOME_TOTAL_pctchange_min,4533.0,161.0
f501_AMT_CREDIT_SUM-m-AMT_CREDIT_SUM_DEBT-d-AMT_CREDIT_SUM_LIMIT_mean,4532.0,188.0
f103_completed_DAYS_LAST_DUE_1ST_VERSION-m-app_DAYS_EMPLOYED_min,4531.0,191.0
f101_nyg-high_DAYS_LAST_DUE_1ST_VERSION-d-app_DAYS_EMPLOYED_max-d-min,4530.0,1154.0
f508_Active_DAYS_CREDIT-d-app_DAYS_REGISTRATION_max,4528.0,1310.0
f331_AMT_PAYMENT-d-app_AMT_INCOME_TOTAL_max-m-min,4528.0,1372.0
f101_refused_NAME_YIELD_GROUP_XNA_mean,4527.0,191.0
f112_approved_DAYS_FIRST_DUE-m-app_DAYS_EMPLOYED_max,4525.0,1997.0
f103_approved_AMT_APPLICATION-d-app_AMT_ANNUITY_pctchange_mean,4524.0,478.0
f104_completed_AMT_APPLICATION-m-app_AMT_INCOME_TOTAL_min,4523.0,1541.0
f103_active_AMT_GOODS_PRICE-d-AMT_CREDIT_diff_min,4518.0,1948.0
f330_notdelay_AMT_PAYMENT-d-app_AMT_CREDIT_max,4516.0,366.0
f401_AMT_DRAWINGS_ATM_CURRENT_diff_pctchange_max,4511.0,1063.0
f105_future_payment_18m_min,4504.0,244.0
f508_Active_AMT_CREDIT_SUM-d-app_AMT_ANNUITY_diff_min,4500.0,168.0
f508_Closed_DAYS_CREDIT-d-app_DAYS_REGISTRATION_sum,4495.0,859.0
f401_AMT_BALANCE-d-AMT_DRAWINGS_CURRENT_diff_diff_max,4493.0,501.0
f101_nyg-high_AMT_APPLICATION-d-app_AMT_ANNUITY_max-d-min,4491.0,45.0
f312_AMT_PAYMENT-d-app_AMT_INCOME_TOTAL_max,4488.0,1632.0
f101_completed_AMT_ANNUITY-m-app_AMT_GOODS_PRICE-d-app_AMT_INCOME_TOTAL_max,4487.0,589.0
f408_AMT_BALANCE-d-AMT_CREDIT_LIMIT_ACTUAL_diff_mean,4487.0,1167.0
f101_approved_AMT_APPLICATION-d-app_AMT_GOODS_PRICE_diff_max-d-min,4481.0,537.0
f401_AMT_INST_MIN_REGULARITY_pctchange_diff_mean,4478.0,552.0
f103_active_DAYS_LAST_DUE_1ST_VERSION-m-app_DAYS_LAST_PHONE_CHANGE_max,4474.0,912.0
f502_AMT_CREDIT_SUM_max-m-min,4473.0,1735.0
f507_Active_DAYS_CREDIT-d-app_DAYS_LAST_PHONE_CHANGE_std-d-mean,4472.0,806.0
f409_AMT_DRAWINGS_ATM_CURRENT_pctchange_pctchange_mean,4470.0,274.0
f508_Closed_AMT_CREDIT_SUM-d-app_AMT_ANNUITY_pctchange_min,4470.0,160.0
f401_AMT_RECIVABLE_pctchange_max-m-min,4470.0,1164.0
f304_delay_AMT_INSTALMENT_min,4469.0,533.0
f302_notdelay_AMT_PAYMENT-d-app_AMT_CREDIT_std,4467.0,697.0
f102_refused_AMT_CREDIT-d-app_AMT_INCOME_TOTAL_mean,4464.0,158.0
f506_DAYS_CREDIT_ENDDATE-d-app_DAYS_EMPLOYED_sum,4455.0,997.0
f302_amt_ratio_std,4455.0,819.0
f104_nyg-high_nejumi_min,4453.0,741.0
f103_active_AMT_CREDIT-d-total_debt_max,4452.0,1100.0
f407_AMT_BALANCE-d-app_AMT_GOODS_PRICE_diff_pctchange_std,4449.0,1491.0
f308_delay_cons_AMT_PAYMENT_diff_var,4448.0,1952.0
f104_completed_AMT_ANNUITY-m-app_AMT_ANNUITY_mean,4448.0,802.0
f403_AMT_TOTAL_RECEIVABLE-m-AMT_RECEIVABLE_PRINCIPAL_pctchange_diff_max,4447.0,583.0
f104_approved_AMT_ANNUITY-m-app_AMT_ANNUITY-d-app_AMT_INCOME_TOTAL_pctchange_mean,4445.0,421.0
f001_AMT_INCOME_TOTAL,4444.0,1110.0
f505_Closed_DAYS_ENDDATE_FACT_sum,4438.0,762.0
f103_active_DAYS_FIRST_DUE-d-app_DAYS_REGISTRATION_max,4431.0,127.0
f405_AMT_DRAWINGS_ATM_CURRENT_diff_max-d-min,4430.0,138.0
f401_AMT_RECEIVABLE_PRINCIPAL-d-AMT_TOTAL_RECEIVABLE_pctchange_std-d-mean,4430.0,318.0
f101_completed_DAYS_TERMINATION-m-app_DAYS_REGISTRATION_min,4425.0,457.0
f103_approved_AMT_CREDIT-m-app_AMT_ANNUITY-d-app_AMT_INCOME_TOTAL_mean,4420.0,180.0
f330_notdelay_AMT_PAYMENT-d-app_AMT_ANNUITY_std,4419.0,701.0
f330_AMT_PAYMENT-d-app_AMT_CREDIT_max,4413.0,781.0
f305_delay_cas_AMT_INSTALMENT_mean,4410.0,842.0
f103_active_AMT_CREDIT-m-app_AMT_CREDIT-d-app_AMT_INCOME_TOTAL_pctchange_max,4404.0,720.0
f103_nyg-low_normal_nejumi_min,4402.0,1930.0
f508_Active_AMT_CREDIT_SUM_DEBT-d-app_AMT_INCOME_TOTAL_diff_mean,4402.0,788.0
f103_approved_AMT_ANNUITY-d-app_AMT_GOODS_PRICE_mean,4401.0,1191.0
f508_Closed_DAYS_ENDDATE_FACT_sum,4401.0,513.0
f102_approved_AMT_GOODS_PRICE_min,4398.0,2098.0
f110_approved_approved_NAME_GOODS_CATEGORY_Consumer-Electronics_mean_mean,4395.0,965.0
f308_delay_cas_NUM_INSTALMENT_NUMBER_pctchange_var,4392.0,374.0
f305_delay_cas_AMT_INSTALMENT_max,4392.0,6.0
f102_nyg-low_normal_AMT_ANNUITY_min,4390.0,1568.0
f104_approved_DAYS_FIRST_DUE-d-app_DAYS_REGISTRATION_max,4388.0,688.0
f402_CNT_DRAWINGS_CURRENT_diff_pctchange_mean,4387.0,243.0
f308_notdelay_rev_DAYS_INSTALMENT_diff_min,4386.0,196.0
f110_approved_approved_AMT_CREDIT-m-app_AMT_INCOME_TOTAL_pctchange_max_min,4385.0,895.0
f104_active_AMT_ANNUITY-d-app_AMT_GOODS_PRICE_max,4385.0,1795.0
f301_notdelay_AMT_PAYMENT-d-app_AMT_CREDIT_std,4382.0,874.0
f101_nyg-high_DAYS_LAST_DUE_1ST_VERSION-m-app_DAYS_REGISTRATION_max-d-min,4381.0,1403.0
f101_refused_AMT_GOODS_PRICE-d-app_AMT_ANNUITY_pctchange_std-d-mean,4380.0,542.0
f101_nyg-middle_DAYS_LAST_DUE-d-app_DAYS_LAST_PHONE_CHANGE_max,4376.0,502.0
f305_rev_AMT_PAYMENT-d-app_AMT_ANNUITY_mean,4371.0,535.0
f505_Closed_CREDIT_TYPE_Credit-card_mean,4370.0,630.0
f401_AMT_DRAWINGS_CURRENT-d-app_AMT_ANNUITY_pctchange_pctchange_max-d-min,4367.0,141.0
f405_AMT_PAYMENT_CURRENT_pctchange_pctchange_std-d-mean,4367.0,387.0
f331_delay_AMT_PAYMENT-d-AMT_ANNUITY_mean,4366.0,92.0
f305_delay_cas_DAYS_ENTRY_PAYMENT-m-app_DAYS_REGISTRATION_max-d-min,4363.0,2211.0
f405_AMT_RECEIVABLE_PRINCIPAL_pctchange_diff_max-d-min,4362.0,6.0
f103_refused_AMT_GOODS_PRICE-d-app_AMT_ANNUITY_min,4362.0,206.0
f103_completed_AMT_APPLICATION-m-app_AMT_ANNUITY_min,4360.0,2.0
f332_DAYS_ENTRY_PAYMENT-m-app_DAYS_BIRTH_mean,4357.0,1019.0
f405_AMT_TOTAL_RECEIVABLE-m-AMT_RECEIVABLE_PRINCIPAL_diff_diff_std-d-mean,4355.0,2073.0
f104_completed_DAYS_LAST_DUE-m-app_DAYS_LAST_PHONE_CHANGE_max,4351.0,533.0
f110_active_active_total_debt_max_min,4350.0,174.0
f507_Closed_AMT_CREDIT_SUM-d-app_AMT_ANNUITY_min,4348.0,1030.0
f101_nyg-middle_AMT_ANNUITY-d-app_AMT_GOODS_PRICE_pctchange_max,4348.0,238.0
f504_DAYS_CREDIT_ENDDATE-d-app_DAYS_REGISTRATION_mean,4342.0,588.0
f110_refused_refused_AMT_ANNUITY-m-app_AMT_ANNUITY_max_std,4342.0,1610.0
f104_approved_amt_paid_mean,4339.0,533.0
f104_approved_DAYS_FIRST_DUE-m-app_DAYS_BIRTH_min,4339.0,589.0
f332_delay_DAYS_ENTRY_PAYMENT-m-app_DAYS_BIRTH_mean,4338.0,1002.0
f504_DAYS_ENDDATE_FACT-m-app_DAYS_LAST_PHONE_CHANGE_std-d-mean,4335.0,493.0
f102_nyg-low_normal_nejumi_mean,4334.0,1642.0
f101_active_AMT_APPLICATION-m-app_AMT_ANNUITY-d-app_AMT_INCOME_TOTAL_mean,4333.0,233.0
f110_approved_approved_NAME_TYPE_SUITE_Unaccompanied_mean_mean,4330.0,1092.0
f405_AMT_RECIVABLE_pctchange_pctchange_max-d-min,4327.0,1231.0
f401_AMT_DRAWINGS_CURRENT-d-app_AMT_ANNUITY_pctchange_pctchange_std,4327.0,975.0
f104_nyg-middle_AMT_CREDIT-m-app_AMT_CREDIT-d-app_AMT_INCOME_TOTAL_pctchange_max,4327.0,1543.0
f401_AMT_TOTAL_RECEIVABLE_diff_std-d-mean,4325.0,391.0
f110_nyg-middle_nyg-middle_DAYS_TERMINATION-m-app_DAYS_ID_PUBLISH_max_mean,4322.0,14.0
f103_completed_DAYS_TERMINATION-d-app_DAYS_REGISTRATION_max,4321.0,799.0
f401_AMT_PAYMENT_CURRENT_pctchange_pctchange_std,4319.0,39.0
f102_completed_AMT_ANNUITY-m-app_AMT_ANNUITY-d-app_AMT_INCOME_TOTAL_min,4318.0,760.0
f110_completed_completed_AMT_ANNUITY-m-app_AMT_CREDIT-d-app_AMT_INCOME_TOTAL_mean_mean,4315.0,105.0
f503_DAYS_CREDIT_UPDATE-m-DAYS_ENDDATE_FACT_std,4312.0,970.0
f110_completed_completed_AMT_ANNUITY-m-app_AMT_CREDIT-d-app_AMT_INCOME_TOTAL_max_min,4310.0,1650.0
f508_Closed_DAYS_CREDIT_UPDATE_sum,4308.0,652.0
f101_nyg-high_DAYS_FIRST_DUE-d-app_DAYS_EMPLOYED_max-d-min,4306.0,1136.0
f103_active_AMT_GOODS_PRICE-m-app_AMT_INCOME_TOTAL_pctchange_max,4304.0,420.0
f301_AMT_PAYMENT-d-app_AMT_CREDIT_max,4293.0,667.0
f104_approved_AMT_ANNUITY-d-app_AMT_ANNUITY_pctchange_mean,4288.0,268.0
f308_cons_amt_delta_diff_mean,4287.0,1055.0
f101_approved_DAYS_FIRST_DUE-m-app_DAYS_LAST_PHONE_CHANGE_mean,4286.0,80.0
f103_nyg-low_normal_AMT_ANNUITY-m-app_AMT_GOODS_PRICE_max,4283.0,251.0
f102_refused_AMT_GOODS_PRICE-m-app_AMT_ANNUITY-d-app_AMT_INCOME_TOTAL_pctchange_max,4281.0,189.0
f504_AMT_CREDIT_SUM-m-AMT_CREDIT_SUM_DEBT_diff_max-d-min,4278.0,456.0
f105_past_payment_4m_min,4276.0,1476.0
f101_nyg-low_normal_AMT_CREDIT-d-app_AMT_CREDIT_mean,4275.0,1025.0
f332_notdelay_DAYS_ENTRY_PAYMENT-m-app_DAYS_REGISTRATION_max,4273.0,2139.0
f305_notdelay_cas_DAYS_ENTRY_PAYMENT-m-app_DAYS_EMPLOYED_mean,4271.0,59.0
f501_AMT_CREDIT_SUM_DEBT-d-app_AMT_GOODS_PRICE_diff_min,4269.0,1241.0
f101_active_CNT_PAYMENT_mean,4267.0,361.0
f110_nyg-low_action_nyg-low_action_AMT_ANNUITY-d-app_AMT_GOODS_PRICE_max_max,4262.0,382.0
f110_nyg-low_normal_nyg-low_normal_AMT_CREDIT-d-app_AMT_INCOME_TOTAL_mean_std,4262.0,842.0
f101_completed_AMT_APPLICATION-m-app_AMT_GOODS_PRICE-d-app_AMT_INCOME_TOTAL_mean,4252.0,976.0
f706_19,4247.0,797.0
f104_approved_DAYS_LAST_DUE-m-app_DAYS_EMPLOYED_max,4245.0,643.0
f330_amt_ratio_min,4242.0,1286.0
f332_delay_NUM_INSTALMENT_ratio_min,4242.0,2598.0
f101_active_AMT_GOODS_PRICE-m-app_AMT_INCOME_TOTAL_pctchange_max,4240.0,1302.0
f110_nyg-high_nyg-high_AMT_CREDIT-d-app_AMT_ANNUITY_pctchange_mean_std,4238.0,692.0
f103_completed_DAYS_LAST_DUE-m-app_DAYS_EMPLOYED_max,4236.0,1228.0
f101_nyg-middle_AMT_GOODS_PRICE-d-AMT_CREDIT_std-d-mean,4236.0,96.0
f406_AMT_CREDIT_LIMIT_ACTUAL_diff_diff_mean,4231.0,849.0
f103_approved_AMT_APPLICATION-m-app_AMT_GOODS_PRICE-d-app_AMT_INCOME_TOTAL_pctchange_mean,4230.0,1186.0
f411_AMT_BALANCE-d-AMT_CREDIT_LIMIT_ACTUAL_diff_diff_std,4226.0,666.0
f110_nyg-low_normal_nyg-low_normal_DAYS_FIRST_DUE-d-app_DAYS_EMPLOYED_max_mean,4224.0,552.0
f103_approved_AMT_ANNUITY-d-app_AMT_CREDIT_mean,4223.0,57.0
f508_Closed_DAYS_CREDIT-d-app_DAYS_EMPLOYED_std-d-mean,4221.0,1257.0
f506_AMT_CREDIT_SUM_DEBT-d-AMT_CREDIT_SUM_diff_mean,4221.0,1715.0
f101_nyg-low_normal_DAYS_LAST_DUE-m-app_DAYS_REGISTRATION_min,4218.0,426.0
f507_Active_AMT_CREDIT_SUM_DEBT_diff_max,4209.0,605.0
f101_nyg-low_normal_total_debt_diff_std,4203.0,653.0
f102_nyg-middle_AMT_ANNUITY-m-app_AMT_INCOME_TOTAL_mean,4202.0,346.0
f110_nyg-middle_nyg-middle_AMT_ANNUITY-m-app_AMT_CREDIT-d-app_AMT_INCOME_TOTAL_max_max,4199.0,931.0
f305_delay_con_AMT_PAYMENT-d-app_AMT_CREDIT_std,4199.0,1145.0
f401_AMT_DRAWINGS_CURRENT-d-app_AMT_ANNUITY_diff_pctchange_max-m-min,4197.0,1209.0
f101_approved_AMT_CREDIT-d-app_AMT_GOODS_PRICE_pctchange_max,4197.0,1663.0
f110_nyg-low_normal_nyg-low_normal_DAYS_TERMINATION-m-app_DAYS_REGISTRATION_max_min,4196.0,470.0
f102_approved_DAYS_LAST_DUE_1ST_VERSION-m-app_DAYS_BIRTH_min,4194.0,504.0
f408_AMT_PAYMENT_CURRENT_diff_pctchange_mean,4193.0,487.0
f304_notdelay_amt_ratio_max-m-min,4191.0,253.0
f603_Active_STATUS_0_mean,4190.0,134.0
f310_delay_AMT_PAYMENT-d-app_AMT_GOODS_PRICE_max,4185.0,955.0
f405_AMT_TOTAL_RECEIVABLE-m-AMT_RECEIVABLE_PRINCIPAL_diff_diff_max-d-min,4184.0,142.0
f101_completed_DAYS_LAST_DUE_1ST_VERSION-m-app_DAYS_REGISTRATION_min,4184.0,928.0
f101_nyg-low_normal_DAYS_LAST_DUE-m-app_DAYS_ID_PUBLISH_min,4182.0,388.0
f505_Active_AMT_ANNUITY_sum,4173.0,907.0
f102_approved_DAYS_FIRST_DUE-m-app_DAYS_EMPLOYED_min,4169.0,1561.0
f103_nyg-middle_DAYS_TERMINATION-d-app_DAYS_LAST_PHONE_CHANGE_min,4169.0,1831.0
f410_CNT_DRAWINGS_ATM_CURRENT_pctchange_diff_mean,4163.0,893.0
f104_approved_DAYS_LAST_DUE_1ST_VERSION-d-app_DAYS_LAST_PHONE_CHANGE_min,4158.0,190.0
f101_completed_AMT_ANNUITY-m-app_AMT_CREDIT-d-app_AMT_INCOME_TOTAL_max-d-min,4156.0,808.0
f310_delay_DAYS_ENTRY_PAYMENT-m-app_DAYS_BIRTH_max,4149.0,989.0
f305_cas_AMT_PAYMENT-d-AMT_ANNUITY_mean,4148.0,528.0
f110_approved_approved_PRODUCT_COMBINATION_POS-industry-with-interest_mean_std,4146.0,754.0
f508_Active_AMT_CREDIT_SUM-d-debt-p-AMT_CREDIT_SUM_DEBT-p-AMT_CREDIT_SUM_LIMIT_diff_min,4145.0,293.0
f110_completed_completed_WEEKDAY_APPR_PROCESS_START_WEDNESDAY_mean_mean,4144.0,356.0
f101_approved_DAYS_FIRST_DUE-m-app_DAYS_ID_PUBLISH_mean,4135.0,587.0
f505_Active_AMT_CREDIT_SUM-d-app_AMT_GOODS_PRICE_pctchange_min,4134.0,54.0
f303_notdelay_DBD_max,4128.0,466.0
f332_DAYS_ENTRY_PAYMENT_sum,4127.0,1363.0
f203_CNT_INSTALMENT_FUTURE-d-CNT_INSTALMENT_max,4121.0,1303.0
f506_DAYS_CREDIT_UPDATE-m-DAYS_CREDIT_ENDDATE_mean,4121.0,255.0
f501_AMT_CREDIT_SUM_diff_std-d-mean,4120.0,430.0
f331_AMT_PAYMENT-d-AMT_ANNUITY_max-m-min,4119.0,367.0
f110_nyg-low_normal_nyg-low_normal_AMT_APPLICATION-m-app_AMT_ANNUITY-d-app_AMT_INCOME_TOTAL_max_mean,4114.0,534.0
f103_completed_AMT_CREDIT-d-app_AMT_ANNUITY_min,4110.0,1018.0
f103_approved_AMT_CREDIT-d-app_AMT_ANNUITY_diff_max-d-min,4106.0,1568.0
f332_delay_AMT_PAYMENT-d-AMT_ANNUITY_max,4106.0,574.0
f310_DAYS_ENTRY_PAYMENT-m-app_DAYS_ID_PUBLISH_max,4104.0,1082.0
f506_AMT_CREDIT_SUM-m-AMT_CREDIT_SUM_DEBT_diff_max,4103.0,459.0
f330_notdelay_INS_COUNT,4100.0,1140.0
f112_approved_DAYS_FIRST_DUE-d-app_DAYS_REGISTRATION_mean,4100.0,614.0
f503_DAYS_ENDDATE_FACT-m-app_DAYS_REGISTRATION_min,4097.0,789.0
f305_cas_NUM_INSTALMENT_ratio_max-m-min,4089.0,749.0
f103_active_DAYS_LAST_DUE-m-app_DAYS_ID_PUBLISH_max,4089.0,181.0
f304_delay_DAYS_ENTRY_PAYMENT-m-app_DAYS_BIRTH_mean,4087.0,315.0
f110_refused_refused_AMT_CREDIT-d-app_AMT_GOODS_PRICE_max_std,4086.0,52.0
f104_approved_DAYS_TERMINATION-m-app_DAYS_EMPLOYED_max,4083.0,761.0
f110_nyg-low_action_nyg-low_action_amt_unpaid_mean_min,4080.0,890.0
f402_AMT_DRAWINGS_ATM_CURRENT_diff_diff_max-d-min,4075.0,31.0
f330_delay_NUM_INSTALMENT_ratio_max-m-min,4075.0,351.0
f310_delay_DAYS_ENTRY_PAYMENT-m-app_DAYS_EMPLOYED_max,4075.0,125.0
f104_completed_PRODUCT_COMBINATION_POS-industry-with-interest_mean,4074.0,1340.0
f502_DAYS_CREDIT-d-app_DAYS_EMPLOYED_max-m-min,4073.0,111.0
f331_delay_amt_delta_max,4073.0,287.0
f104_approved_AMT_ANNUITY-m-app_AMT_ANNUITY-d-app_AMT_INCOME_TOTAL_mean,4073.0,269.0
f330_delay_AMT_PAYMENT-d-AMT_ANNUITY_std,4071.0,417.0
f505_Closed_AMT_CREDIT_SUM-d-app_AMT_GOODS_PRICE_pctchange_min,4070.0,1712.0
f506_AMT_CREDIT_SUM-d-app_AMT_GOODS_PRICE_pctchange_std,4069.0,715.0
f101_approved_DAYS_LAST_DUE_1ST_VERSION-d-app_DAYS_ID_PUBLISH_std-d-mean,4065.0,1863.0
f103_approved_AMT_CREDIT-d-app_AMT_GOODS_PRICE_min,4064.0,858.0
f101_refused_CODE_REJECT_REASON_LIMIT_mean,4064.0,974.0
f110_nyg-low_action_nyg-low_action_AMT_APPLICATION-m-app_AMT_CREDIT-d-app_AMT_INCOME_TOTAL_pctchange_mean_min,4059.0,43.0
f101_active_AMT_CREDIT-m-app_AMT_ANNUITY-d-app_AMT_INCOME_TOTAL_min,4057.0,417.0
f101_completed_AMT_CREDIT-d-app_AMT_GOODS_PRICE_std,4056.0,1008.0
f310_notdelay_DAYS_ENTRY_PAYMENT-m-app_DAYS_LAST_PHONE_CHANGE_mean,4052.0,224.0
f101_nyg-low_normal_nejumi_std-d-mean,4052.0,2.0
f410_AMT_CREDIT_LIMIT_ACTUAL_pctchange_std,4046.0,888.0
f402_AMT_TOTAL_RECEIVABLE-m-AMT_RECEIVABLE_PRINCIPAL_diff_std-d-mean,4044.0,908.0
f101_nyg-high_AMT_ANNUITY-m-app_AMT_ANNUITY-d-app_AMT_INCOME_TOTAL_max-d-min,4043.0,435.0
f103_nyg-low_action_AMT_ANNUITY-m-app_AMT_ANNUITY_min,4041.0,1091.0
f110_approved_approved_NAME_CLIENT_TYPE_New_mean_std,4035.0,49.0
f402_AMT_RECEIVABLE_PRINCIPAL_pctchange_diff_std-d-mean,4032.0,160.0
f501_AMT_CREDIT_SUM_DEBT-d-AMT_CREDIT_SUM_pctchange_max-m-min,4030.0,454.0
f331_DAYS_ENTRY_PAYMENT_max,4029.0,475.0
f331_delay_AMT_PAYMENT_min,4025.0,165.0
f102_nyg-low_normal_DAYS_LAST_DUE_1ST_VERSION-d-app_DAYS_LAST_PHONE_CHANGE_min,4024.0,840.0
f110_nyg-low_action_nyg-low_action_AMT_ANNUITY_max_min,4023.0,1397.0
f110_nyg-high_nyg-high_NAME_TYPE_SUITE_Children_mean_std,4021.0,445.0
f401_AMT_TOTAL_RECEIVABLE-m-AMT_RECEIVABLE_PRINCIPAL_mean,4021.0,1417.0
f101_nyg-low_action_AMT_ANNUITY-m-app_AMT_CREDIT-d-app_AMT_INCOME_TOTAL_max,4019.0,351.0
f103_approved_AMT_ANNUITY-d-app_AMT_ANNUITY_pctchange_std-d-mean,4016.0,1150.0
f110_completed_completed_AMT_APPLICATION-d-app_AMT_GOODS_PRICE_diff_max_max,4015.0,673.0
f103_nyg-middle_AMT_APPLICATION-m-app_AMT_INCOME_TOTAL_max,4014.0,206.0
f110_active_active_AMT_APPLICATION-m-app_AMT_GOODS_PRICE-d-app_AMT_INCOME_TOTAL_pctchange_max_mean,4013.0,1831.0
f308_cas_AMT_PAYMENT-d-app_AMT_ANNUITY_diff_mean,4012.0,758.0
f101_refused_AMT_APPLICATION-d-app_AMT_CREDIT_min,4009.0,717.0
f301_delay_AMT_PAYMENT-d-app_AMT_CREDIT_std,4005.0,17.0
f110_nyg-high_nyg-high_NAME_SELLER_INDUSTRY_Consumer-electronics_mean_mean,4005.0,383.0
f502_AMT_CREDIT_SUM_DEBT-d-AMT_CREDIT_SUM_pctchange_max-d-min,4003.0,113.0
f507_Closed_AMT_CREDIT_SUM-d-app_AMT_CREDIT_min,4003.0,103.0
f101_completed_AMT_ANNUITY-m-app_AMT_GOODS_PRICE_max,4001.0,539.0
f401_AMT_TOTAL_RECEIVABLE-m-AMT_RECEIVABLE_PRINCIPAL_pctchange_diff_min,4001.0,249.0
f401_AMT_BALANCE-d-AMT_DRAWINGS_CURRENT_pctchange_diff_max,3997.0,219.0
f101_active_DAYS_DECISION_max,3997.0,173.0
f310_amt_delta_max-m-min,3996.0,396.0
f304_delay_DAYS_ENTRY_PAYMENT-m-app_DAYS_LAST_PHONE_CHANGE_max,3994.0,692.0
f501_AMT_CREDIT_SUM_DEBT-d-app_AMT_GOODS_PRICE_max-m-min,3992.0,402.0
f110_nyg-low_normal_nyg-low_normal_AMT_ANNUITY-d-app_AMT_CREDIT_diff_max_std,3992.0,570.0
f310_DAYS_ENTRY_PAYMENT-m-app_DAYS_ID_PUBLISH_mean,3991.0,859.0
f507_Active_DAYS_CREDIT_ENDDATE-m-DAYS_CREDIT_max-d-min,3991.0,547.0
f110_nyg-low_action_nyg-low_action_AMT_ANNUITY-m-app_AMT_ANNUITY_max_mean,3990.0,486.0
f401_AMT_RECIVABLE_diff_pctchange_std,3990.0,28.0
f110_nyg-low_action_nyg-low_action_DAYS_DECISION_max_min,3989.0,785.0
f104_approved_DAYS_TERMINATION-m-app_DAYS_REGISTRATION_max,3988.0,240.0
f405_AMT_RECEIVABLE_PRINCIPAL-d-AMT_TOTAL_RECEIVABLE_diff_diff_min,3987.0,541.0
f302_AMT_PAYMENT-d-AMT_ANNUITY_std,3986.0,92.0
f103_refused_AMT_GOODS_PRICE-d-total_debt_diff_max,3981.0,461.0
f302_DAYS_ENTRY_PAYMENT-m-app_DAYS_EMPLOYED_max,3981.0,529.0
f301_AMT_PAYMENT_max-m-min,3981.0,893.0
f402_AMT_TOTAL_RECEIVABLE-m-AMT_RECEIVABLE_PRINCIPAL_diff_std,3980.0,304.0
f331_NUM_INSTALMENT_ratio_max-m-min,3976.0,6.0
f310_delay_AMT_PAYMENT-d-app_AMT_GOODS_PRICE_mean,3976.0,282.0
f101_approved_AMT_APPLICATION-d-app_AMT_CREDIT_min,3971.0,729.0
f330_AMT_PAYMENT-d-AMT_ANNUITY_max,3971.0,239.0
f104_completed_AMT_ANNUITY-m-app_AMT_ANNUITY-d-app_AMT_INCOME_TOTAL_pctchange_min,3966.0,586.0
f112_approved_AMT_ANNUITY-d-app_AMT_GOODS_PRICE_mean,3957.0,473.0
f505_Closed_AMT_CREDIT_SUM_DEBT-d-app_AMT_GOODS_PRICE_diff_max,3956.0,704.0
f112_refused_AMT_ANNUITY-m-app_AMT_CREDIT_mean,3953.0,1365.0
f103_nyg-low_normal_AMT_CREDIT-m-app_AMT_CREDIT-d-app_AMT_INCOME_TOTAL_pctchange_max,3943.0,635.0
f102_approved_DAYS_LAST_DUE_1ST_VERSION-m-app_DAYS_ID_PUBLISH_mean,3943.0,851.0
f102_refused_AMT_CREDIT-d-app_AMT_INCOME_TOTAL_min,3939.0,405.0
f330_notdelay_AMT_PAYMENT-d-AMT_ANNUITY_max-m-min,3939.0,43.0
f310_delay_DAYS_ENTRY_PAYMENT-m-app_DAYS_REGISTRATION_min,3936.0,1426.0
