feature,split,gain
f001_EXT_SOURCES_mean,651,583815.662815094
f001_ORGANIZATION_TYPE,1963,59715.2405705452
f001_EXT_SOURCES_sum,232,42941.29210472107
f001_AMT_GOODS_PRICE-d-AMT_CREDIT,253,22728.891222000122
f501_AMT_CREDIT_SUM_DEBT-d-AMT_CREDIT_SUM_max,172,17808.73318386078
f001_EXT_SOURCE_3,234,17395.492161750793
f402_AMT_BALANCE-d-AMT_CREDIT_LIMIT_ACTUAL_max,200,16507.750270843506
f101_approved_AMT_GOODS_PRICE-d-total_debt_mean,168,15356.788886070251
f301_delay_DAYS_ENTRY_PAYMENT_mean,143,15351.641708374023
f001_NAME_EDUCATION_TYPE,142,14797.996000289917
f505_Active_AMT_CREDIT_SUM_DEBT-d-AMT_CREDIT_SUM_max,146,14717.816995620728
f001_OCCUPATION_TYPE,213,14526.495665073395
f001_CODE_GENDER,224,14209.878154754639
f001_EXT_SOURCE_2,282,13217.087446212769
f001_DAYS_EMPLOYED,97,11257.089887619019
f001_AMT_GOODS_PRICE-d-AMT_ANNUITY,151,10986.863322257996
f001_PAYMENT_RATE,222,10945.704392433167
f505_Active_AMT_CREDIT_SUM_DEBT-d-AMT_CREDIT_SUM_mean,119,9192.377145767212
f001_AMT_CREDIT-d-AMT_ANNUITY,196,9129.241108894348
f501_AMT_CREDIT_SUM_DEBT-d-AMT_CREDIT_SUM_var,109,8882.278084754944
f001_AMT_GOODS_PRICE-m-AMT_CREDIT,189,8652.95067179203
f101_approved_cnt_unpaid_var,115,8488.625204086304
f105_prevapp_future_payment_13m,140,8079.639317512512
f105_approved_ratio,79,7333.951102256775
f001_EXT_SOURCE_1,217,7193.963475108147
f001_EXT_SOURCES_prod,100,7078.781269073486
f501_AMT_CREDIT_SUM_DEBT-d-AMT_CREDIT_SUM_mean,68,6646.540751457214
f302_delay_days_weighted_delay_max,57,6561.464688301086
f105_prevapp_future_payment_12m,83,6416.96443939209
f101_completed_AMT_APPLICATION-d-app_AMT_ANNUITY_max,54,5828.626110076904
f101_approved_AMT_CREDIT-d-total_debt_mean,74,5395.842492103577
f101_approved_AMT_GOODS_PRICE-d-total_debt_max,88,5320.415106892586
f001_REGION_RATING_CLIENT_W_CITY,120,5200.485609054565
f001_NAME_FAMILY_STATUS,132,5069.635610580444
