feature,total
f308_delay_cas_days_weighted_delay_tsw3_diff_var,0.021532729280998468
f330_AMT_PAYMENT-d-AMT_ANNUITY_mean,0.021520116536315543
f504_DAYS_CREDIT-d-app_DAYS_LAST_PHONE_CHANGE_mean,0.02146870385859814
f504_AMT_CREDIT_SUM-m-AMT_CREDIT_SUM_DEBT_min,0.021425221579106642
f108_NAME_TYPE_SUITE,0.02142057691791608
f001_YEARS_BEGINEXPLUATATION_MODE,0.021415247386007627
f501_DAYS_CREDIT_UPDATE-m-DAYS_CREDIT_ENDDATE_std-d-mean,0.02138418371400804
f109_AMT_DOWN_PAYMENT,0.02137095266369173
f105_prevapp_future_payment_28m,0.02135085309724387
f314_AMT_PAYMENT-d-app_AMT_ANNUITY_pctchange_mean,0.0213276456134313
f501_AMT_CREDIT_SUM-d-app_AMT_ANNUITY_pctchange_max-d-min,0.02128728596045152
f707_12,0.02128380743244962
f302_AMT_PAYMENT-d-app_AMT_CREDIT_min,0.02127957160826861
f001_AMT_ANNUITY-d-CNT_FAM_MEMBERS,0.02127546476363953
f509_DAYS_CREDIT_ENDDATE-m-app_DAYS_LAST_PHONE_CHANGE,0.02127112520822597
f405_CNT_DRAWINGS_ATM_CURRENT_diff_pctchange_std-d-mean,0.02126277387355591
f101_approved_AMT_GOODS_PRICE-d-total_debt_max,0.021198956390722317
f401_AMT_PAYMENT_TOTAL_CURRENT_diff_max-d-min,0.021165156155650486
f310_delay_days_weighted_delay_mean,0.02114655794101448
f001_FLAG_DOCUMENT_3,0.021117831389810254
f314_AMT_PAYMENT-m-AMT_ANNUITY_pctchange_var,0.021110584867013303
f406_AMT_BALANCE-d-AMT_CREDIT_LIMIT_ACTUAL_max,0.02109613433389363
f706_22,0.02104115788144593
f405_AMT_BALANCE-d-app_AMT_ANNUITY_pctchange_max,0.021015879491565033
f301_notdelay_NUM_INSTALMENT_ratio_std,0.020910394875011677
f001_DAYS_ID_PUBLISH-m-DAYS_EMPLOYED-d-DAYS_LAST_PHONE_CHANGE-m-DAYS_EMPLOYED,0.02089637775073913
f707_22,0.020880145262494782
f509_AMT_CREDIT_SUM-m-AMT_CREDIT_SUM_DEBT_diff,0.0208393073217568
f109_days_trm-m-ldue1,0.02071174432467624
f025_AMT_ANNUITY_min,0.020692103990335758
f707_7,0.020677562797170243
f501_DAYS_CREDIT_UPDATE-m-DAYS_CREDIT_min,0.020653661937113817
f308_delay_cons_days_weighted_delay_tsw3_diff_max,0.020589120247004804
f305_notdelay_cas_DAYS_ENTRY_PAYMENT-m-app_DAYS_ID_PUBLISH_max-d-min,0.02051313789462689
f311_AMT_PAYMENT-m-AMT_ANNUITY_pctchange_min,0.02050983362995942
f509_DAYS_CREDIT_ENDDATE-d-app_DAYS_EMPLOYED,0.020498882798827386
f101_active_AMT_CREDIT-d-total_debt_mean,0.020456256761714225
f101_approved_AMT_DOWN_PAYMENT_max,0.020412197302101826
f001_DAYS_BIRTH,0.020382338978170128
f101_refused_AMT_CREDIT-d-total_debt_min,0.020363486465924795
f305_notdelay_cas_NUM_INSTALMENT_ratio_mean,0.02031671424747889
f001_DAYS_ID_PUBLISH-m-DAYS_EMPLOYED-d-DAYS_LAST_PHONE_CHANGE-m-DAYS_REGISTRATION,0.02029687645454977
f505_Closed_DAYS_CREDIT_ENDDATE-d-app_DAYS_BIRTH_min,0.020283801453191863
f706_20,0.02025564771963515
f109_RATE_DOWN_PAYMENT,0.02015278247917649
f707_8,0.02014494891789128
f306_cas_DEP_diff_mean,0.020130629178192774
f501_AMT_CREDIT_SUM-m-AMT_CREDIT_SUM_DEBT_min,0.020069048044151758
f101_nyg-low_normal_DAYS_LAST_DUE-d-app_DAYS_REGISTRATION_min,0.02006419681691875
f501_DAYS_CREDIT-m-app_DAYS_LAST_PHONE_CHANGE_max-d-min,0.02004033546906469
