index,split,gain
app_001_EXT_SOURCE_2,2729,149148.27736330032
app_001_EXT_SOURCE_3,2549,136854.41320037842
app_001_ORGANIZATION_TYPE,3666,55186.5512676239
app_001_EXT_SOURCE_1,2369,51536.31800842285
app_002_DAYS_LAST_PHONE_CHANGE-DAYS_EMPLOYED,1575,24686.813117027283
app_002_EXT_SOURCE_1-by-AMT_INCOME_TOTAL,1613,22354.780705928802
app_001_DAYS_BIRTH,1337,19890.432188034058
app_001_OCCUPATION_TYPE,968,18943.2692155838
app_001_AMT_ANNUITY,1436,18785.31511735916
app_002_AMT_ANNUITY-by-AMT_INCOME_TOTAL,1416,17630.82377433777
app_001_AMT_CREDIT,1211,16398.844297409058
app_002_DAYS_ID_PUBLISH-DAYS_BIRTH,1173,15328.130875587463
bureau_501_DAYS_CREDIT_q75,728,15193.677546977997
app_002_DAYS_EMPLOYED-DAYS_BIRTH,1304,15106.60402393341
app_001_DAYS_ID_PUBLISH,1227,14677.88506937027
app_002_DAYS_ID_PUBLISH-DAYS_EMPLOYED,1151,14295.642795562744
app_001_DAYS_LAST_PHONE_CHANGE,1127,14216.100809574127
app_001_AMT_GOODS_PRICE,987,13849.714270114899
app_002_DAYS_REGISTRATION-DAYS_EMPLOYED,1207,13832.846786499023
app_001_OWN_CAR_AGE,862,13260.72600698471
app_001_DAYS_EMPLOYED,989,13022.649166107178
app_002_AMT_INCOME_TOTAL-AMT_CREDIT,990,12868.592205524445
bureau_501_DAYS_CREDIT_q50,600,12118.643332481384
app_002_AMT_CREDIT-by-AMT_INCOME_TOTAL,972,12010.228610038757
app_002_AMT_INCOME_TOTAL-AMT_ANNUITY,1045,11896.719130039215
app_002_DAYS_LAST_PHONE_CHANGE-DAYS_BIRTH,950,11512.581958770752
app_001_CODE_GENDER,505,11417.16661977768
ins_301_AMT_PAYMENT_sum,774,11281.566430568695
app_002_DAYS_REGISTRATION-DAYS_BIRTH,976,11264.50059223175
app_001_REGION_POPULATION_RELATIVE,978,11193.429825782776
pos_201_CNT_INSTALMENT_FUTURE_mean,820,11097.247746944427
app_001_DAYS_REGISTRATION,964,10940.539598941803
app_001_NAME_EDUCATION_TYPE,237,10934.148169517517
app_002_DAYS_LAST_PHONE_CHANGE-DAYS_ID_PUBLISH,953,10575.788967609406
app_002_AMT_INCOME_TOTAL-AMT_GOODS_PRICE,883,10556.783903598785
prev_102_DAYS_DECISION_min,763,10463.783309459686
prev_101_AMT_GOODS_PRICE_min,886,10343.366883277893
pos_201_CNT_INSTALMENT_FUTURE_std,790,9819.706898212433
app_002_DAYS_ID_PUBLISH-DAYS_REGISTRATION,853,9683.309938430786
bureau_501_DAYS_CREDIT_UPDATE_q75,654,9616.866760730743
ins_301_AMT_INSTALMENT_sum,727,9568.83717918396
prev_101_AMT_ANNUITY_min,828,9439.094920158386
app_002_DAYS_LAST_PHONE_CHANGE-DAYS_REGISTRATION,840,9348.47457742691
app_002_AMT_GOODS_PRICE-by-AMT_INCOME_TOTAL,806,9175.183161258698
bureau_501_DAYS_ENDDATE_FACT_std,781,9167.279340744019
ins_301_DAYS_INSTALMENT_std,578,9083.194059848785
ins_301_AMT_PAYMENT_q50,722,8928.090732097626
ins_301_DAYS_ENTRY_PAYMENT_std,626,8926.301376342773
ins_301_days_weighted_delay_tsw3_sum,658,8593.027390003204
pos_204_MONTHS_BALANCE_std,732,8576.872804164886
bureau_501_DAYS_CREDIT_std,731,8538.313728809357
pos_201_CNT_INSTALMENT_FUTURE_q75,666,8476.903697013855
pos_202_CNT_INSTALMENT_FUTURE_q75,629,8314.434868335724
ins_301_AMT_PAYMENT_q25,669,8269.704601287842
ins_301_days_weighted_delay_sum,635,8259.95250082016
bureau_501_DAYS_CREDIT_mean,555,8134.195261955261
bureau_501_DAYS_CREDIT_ENDDATE_q75,608,8098.05038022995
ins_301_AMT_INSTALMENT_q75,652,8072.008056163788
bureau_501_AMT_CREDIT_SUM_q25,705,8014.5531873703
pos_201_MONTHS_BALANCE_std,585,8011.183419704437
bureau_503_SK_ID_BUREAU_sum,650,7947.443522930145
bureau_503_DAYS_CREDIT_max,652,7935.529800891876
bureau_501_AMT_CREDIT_SUM_q50,679,7927.661630153656
pos_201_CNT_INSTALMENT_FUTURE_q25,657,7923.34023475647
pos_204_MONTHS_BALANCE_sum,658,7876.662971019745
ins_305_days_weighted_delay_tsw4_min,528,7876.374822616577
ins_301_AMT_PAYMENT_q75,633,7859.161326885223
bureau_501_DAYS_CREDIT_ENDDATE_q50,632,7854.47335767746
pos_202_CNT_INSTALMENT_FUTURE_mean,569,7613.693392276764
ins_301_days_delayed_payment_std,672,7537.099773406982
ins_301_AMT_INSTALMENT_max,620,7519.439838886261
bureau_501_DAYS_ENDDATE_FACT_max,633,7490.381954669952
ins_301_AMT_INSTALMENT_q50,626,7489.635338783264
