feature,split,gain,total
f002_ORGANIZATION_TYPE,1.0,0.27051768788376435,1.2705176878837643
f001_EXT_SOURCES_mean,0.13038932452882102,1.0,1.130389324528821
f702_prev_y_mean,0.05114871371577934,0.3446240808610349,0.39577279457681425
f702_prev_y_max,0.049855550969872056,0.1973831318792181,0.24723868284909017
f703_bureau_y_max,0.07186683175127252,0.13517040544396425,0.20703723719523676
f001_EXT_SOURCES_sum,0.05866006328243224,0.08013390561513617,0.1387939688975684
f703_bureau_y_q75,0.0352455633512175,0.06284312505598591,0.09808868840720342
f002_OCCUPATION_TYPE,0.06903287935066722,0.026075413864826594,0.09510829321549381
f398_y_pred,0.04919521254643004,0.03569304197875989,0.08488825452518993
f001_EXT_SOURCE_2,0.055083230155454674,0.026818439340435398,0.08190166949589008
f001_CODE_GENDER,0.04702159856926674,0.028881499826597656,0.0759030983958644
f001_EXT_SOURCE_3,0.05307470078415188,0.018270987060978263,0.07134568784513014
f708_1,0.047736965194662265,0.02183548031781674,0.069572445512479
f002_NAME_EDUCATION_TYPE,0.031668730224239924,0.0340680213271628,0.06573675155140273
f108_PRODUCT_COMBINATION,0.04963543816205806,0.010541902399143877,0.060177340561201935
f001_EXT_SOURCE_1,0.04421516026963818,0.015183443977519803,0.05939860424715798
f001_EXT_SOURCES_prod,0.039207593891869584,0.01992453650525909,0.059132130397128675
f702_prev_y_q75,0.027486586875773836,0.029154579888276383,0.05664116676405022
f703_bureau_y_var,0.03477782363461274,0.02099127206474761,0.055769095699360345
f001_EXT_SOURCES_2-3,0.04245425780712615,0.010379899815106064,0.05283415762223222
f405_AMT_BALANCE-d-AMT_CREDIT_LIMIT_ACTUAL_max,0.029412573944146373,0.021673281887535957,0.051085855831682334
f708_2,0.03937267849773009,0.011072412841420671,0.05044509133915076
f001_REGION_POPULATION_RELATIVE,0.04102352455633512,0.008803474988387608,0.04982699954472273
f013_EXT_SOURCE_3,0.015215297840143074,0.03429488432346043,0.049510182163603506
f002_NAME_FAMILY_STATUS,0.0330169211721007,0.011464748173958627,0.04448166934605933
f016_EXT_SOURCE_3,0.020855688540376942,0.02229299148859374,0.04314868002897068
f001_OWN_CAR_AGE,0.027761727885541338,0.013804694280885682,0.04156642216642702
f011_EXT_SOURCE_1,0.028477094510936857,0.012571360672303585,0.04104845518324044
f708_3,0.03342963268675196,0.007011175228205958,0.04044080791495792
f014_EXT_SOURCE_1,0.02264410510386573,0.01626534889902118,0.03890945400288691
f109_NAME_GOODS_CATEGORY,0.03191635713303068,0.00693422974274341,0.03885058687577409
f702_prev_y_min,0.019507497592516167,0.018642010009878047,0.03814950760239422
f505_Active_AMT_CREDIT_SUM_DEBT-d-AMT_CREDIT_SUM_max,0.02179116797358646,0.016192447733732497,0.03798361570731896
f101_approved_AMT_GOODS_PRICE-d-total_debt_mean,0.024680148576145273,0.012823279104510848,0.03750342768065612
f702_prev_y_q25,0.022589076901912232,0.014724992444329999,0.037314069346242235
f001_DAYS_ID_PUBLISH-m-DAYS_BIRTH,0.026661163846471318,0.010016488954597466,0.036677652801068786
f001_REGION_RATING_CLIENT_W_CITY,0.024872747282982527,0.009195435730786254,0.03406818301376878
f105_prevapp_future_payment_19m,0.020828174439400195,0.011997267625044087,0.03282544206444428
f702_prev_y_var,0.02762415738065759,0.0050143436820673055,0.032638501062724895
f501_AMT_CREDIT_SUM_DEBT-d-AMT_CREDIT_SUM_max,0.018104278442701887,0.014218222442893703,0.03232250088559559
f505_Active_AMT_CREDIT_SUM_DEBT-d-AMT_CREDIT_SUM_mean,0.02071811803549319,0.010549745722986847,0.031267863758480036
f201_MONTHS_BALANCE_max-d-min,0.022341449993121477,0.007754540253638702,0.030095990246760178
f708_4,0.020415462924748936,0.008919028360622125,0.02933449128537106
f012_EXT_SOURCE_2,0.019232356582748657,0.009904392690448408,0.029136749273197066
f001_DAYS_EMPLOYED-m-DAYS_BIRTH,0.022176365387260973,0.0062046846309637025,0.028381050018224677
