feature,weight,gain,cover,total
f102_approved_AMT_CREDIT-m-app_AMT_CREDIT-d-app_AMT_INCOME_TOTAL_pctchange_max,0.00186219739292365,0.05119843596296381,0.11084555313868073,0.1639061864945682
f101_approved_DAYS_FIRST_DUE-d-app_DAYS_ID_PUBLISH_max,0.011793916821849782,0.05407062824320659,0.09793948262981675,0.16380402769487312
f310_delay_days_weighted_delay_max-d-min,0.0031036623215394167,0.09430517894249661,0.06637119841094333,0.16378003967497934
f103_approved_AMT_CREDIT-m-app_AMT_INCOME_TOTAL_min,0.0006207324643078833,0.050657561768631,0.11249828276200155,0.16377657699494044
f508_Closed_AMT_CREDIT_SUM-m-AMT_CREDIT_SUM_DEBT_max-m-min,0.0012414649286157666,0.045820737012382234,0.11667502707690976,0.16373722901790777
f202_SK_DPD_diff_max-d-min,0.00186219739292365,0.06656601522015126,0.09528468445756665,0.16371289707064157
f101_nyg-high_cnt_paid_std,0.0012414649286157666,0.04567279607879092,0.11678754607150316,0.16370180707890986
f101_approved_AMT_CREDIT-d-app_AMT_CREDIT_diff_std-d-mean,0.0006207324643078833,0.04266578380985079,0.12040258354873365,0.16368909982289231
f505_Active_DAYS_CREDIT_UPDATE_pctchange_std-d-mean,0.0111731843575419,0.056575552250747445,0.0959378557067909,0.16368659231508026
f110_nyg-high_nyg-high_AMT_GOODS_PRICE-m-app_AMT_CREDIT-d-app_AMT_INCOME_TOTAL_pctchange_max_mean,0.0006207324643078833,0.051180368156527684,0.11188293003862332,0.16368403065945888
f110_approved_approved_amt_unpaid_max_std,0.006828057107386716,0.14069892327562233,0.01614598711816121,0.16367296750117025
f303_notdelay_AMT_PAYMENT-d-AMT_ANNUITY_max,0.0006207324643078833,0.13178935887801,0.031223476396735273,0.16363356773905316
f110_nyg-middle_nyg-middle_AMT_CREDIT-d-app_AMT_ANNUITY_pctchange_max_std,0.0006207324643078833,0.04271218080551814,0.12029472301739602,0.16362763628722204
f001_ENTRANCES_MEDI,0.0074487895716946,0.058061981349498415,0.09808700397249799,0.163597774893691
f308_delay_cons_days_weighted_delay_diff_mean,0.006207324643078833,0.06024653412523318,0.09713955504987917,0.1635934138181912
f305_delay_con_DAYS_ENTRY_PAYMENT-m-app_DAYS_ID_PUBLISH_min,0.0006207324643078833,0.043793632144260415,0.11916305314941322,0.1635774177579815
f402_AMT_DRAWINGS_ATM_CURRENT_diff_mean,0.004965859714463066,0.07602013307211733,0.08253921339496532,0.1635252061815457
f102_approved_APP_CREDIT_PERC_min,0.004345127250155183,0.07222063252543465,0.08695745566914093,0.16352321544473075
f103_nyg-low_normal_AMT_APPLICATION-m-app_AMT_INCOME_TOTAL_pctchange_max,0.0006207324643078833,0.04973695490596853,0.11315426003023892,0.16351194740051533
f409_AMT_RECIVABLE_diff_max,0.0074487895716946,0.1250275574546529,0.031030936650415657,0.16350728367676315
f408_AMT_PAYMENT_CURRENT_diff_pctchange_max,0.0012414649286157666,0.08214053755626054,0.08011808883970468,0.163500091324581
f101_approved_AMT_CREDIT-m-app_AMT_GOODS_PRICE-d-app_AMT_INCOME_TOTAL_diff_mean,0.0037243947858473,0.05736930541188456,0.10237929374003459,0.16347299393776643
f505_Closed_AMT_CREDIT_SUM_DEBT-d-app_AMT_GOODS_PRICE_diff_std,0.0006207324643078833,0.04134480978382174,0.12149118599017049,0.1634567282383001
f105_prevapp_future_payment_1vs3,0.0012414649286157666,0.04634644809731416,0.11575628509631043,0.16334419812224035
f508_Active_DAYS_CREDIT-m-app_DAYS_LAST_PHONE_CHANGE_max-d-min,0.0006207324643078833,0.04491171408955375,0.11773569878471186,0.1632681453385735
f103_approved_DAYS_LAST_DUE_1ST_VERSION-m-app_DAYS_ID_PUBLISH_max,0.0006207324643078833,0.14802811277508252,0.014616216888038927,0.16326506212742933
f502_AMT_CREDIT_SUM_DEBT-d-AMT_CREDIT_SUM_mean,0.029174425822470516,0.11089712214803985,0.02316553054469213,0.16323707851520247
f109_AMT_CREDIT-m-app_AMT_GOODS_PRICE-d-app_AMT_INCOME_TOTAL_pctchange,0.0006207324643078833,0.04409218061195295,0.11848686213944021,0.16319977521570103
f314_days_delayed_payment_diff_max,0.012414649286157667,0.06613966321858393,0.08463957551336933,0.1631938880181109
f405_AMT_BALANCE-d-app_AMT_ANNUITY_pctchange_pctchange_max,0.0012414649286157666,0.06942486873679499,0.0925068673828844,0.16317320104829514
f507_Active_AMT_CREDIT_SUM_DEBT-d-app_AMT_CREDIT_diff_mean,0.0006207324643078833,0.15703108990002387,0.0055047206760960934,0.16315654304042784
f103_completed_AMT_CREDIT-d-app_AMT_INCOME_TOTAL_diff_max,0.0012414649286157666,0.14002042888065774,0.021871376194268183,0.1631332700035417
f503_AMT_CREDIT_SUM-d-app_AMT_CREDIT_diff_std-d-mean,0.0006207324643078833,0.048366180030561895,0.11411139058846767,0.16309830308333745
f103_approved_AMT_ANNUITY-d-app_AMT_ANNUITY_std-d-mean,0.0006207324643078833,0.05453753722149059,0.1079226967307467,0.16308096641654518
f102_nyg-high_DAYS_LAST_DUE-d-app_DAYS_REGISTRATION_mean,0.0006207324643078833,0.12842825940746097,0.034017406841338166,0.16306639871310702
f101_nyg-middle_AMT_GOODS_PRICE-m-app_AMT_INCOME_TOTAL_pctchange_max-d-min,0.0031036623215394167,0.052289154346141134,0.10764381552266278,0.1630366321903433
f302_delay_DAYS_ENTRY_PAYMENT-m-app_DAYS_EMPLOYED_mean,0.0074487895716946,0.09900754922111553,0.056574387537833566,0.1630307263306437
f102_nyg-low_normal_DAYS_FIRST_DUE-d-app_DAYS_ID_PUBLISH_max,0.0006207324643078833,0.06175341621462435,0.10063026407843863,0.16300441275737088
f103_completed_AMT_CREDIT-d-total_debt_std,0.0012414649286157666,0.05633008357387464,0.10541472328914217,0.16298627179163258
f302_amt_ratio_max-m-min,0.0031036623215394167,0.09693603274393654,0.06289358658506436,0.16293328165054033
f402_AMT_DRAWINGS_ATM_CURRENT_diff_pctchange_std,0.0148975791433892,0.07390634377890183,0.07411645314189574,0.16292037606418677
f505_Closed_DAYS_CREDIT_UPDATE-m-DAYS_CREDIT_ENDDATE_mean,0.0111731843575419,0.07440303202654935,0.0773389166161398,0.16291513300023105
f102_approved_DAYS_FIRST_DUE-d-app_DAYS_BIRTH_max,0.00931098696461825,0.0719951318875526,0.08160274455438776,0.16290886340655863
f101_nyg-middle_AMT_CREDIT-d-total_debt_pctchange_max-d-min,0.0031036623215394167,0.04890314417770298,0.11089948376676129,0.16290629026600367
f101_refused_AMT_CREDIT_max,0.0012414649286157666,0.13010699582215912,0.031540690937307866,0.16288915168808277
f110_nyg-middle_nyg-middle_AMT_CREDIT-m-app_AMT_GOODS_PRICE-d-app_AMT_INCOME_TOTAL_max_mean,0.0037243947858473,0.055856486487022676,0.10330263118087236,0.16288351245374233
f103_approved_total_debt_min,0.0006207324643078833,0.04541180220137349,0.116844250825608,0.16287678549128937
f105_future_payment_21m_min,0.011793916821849782,0.0916248651965411,0.05944995977300071,0.1628687417913916
f101_completed_AMT_APPLICATION-m-app_AMT_ANNUITY-d-app_AMT_INCOME_TOTAL_std-d-mean,0.008690254500310366,0.055226879841322,0.09891988253062971,0.16283701687226207
f507_Active_DAYS_CREDIT-d-app_DAYS_REGISTRATION_min,0.008069522036002483,0.10246977916039142,0.052252045020354375,0.1627913462167483
f101_nyg-low_normal_DAYS_DECISION_std,0.0006207324643078833,0.06617342963673868,0.09598563860924575,0.1627798007102923
f104_approved_AMT_CREDIT-m-app_AMT_GOODS_PRICE-d-app_AMT_INCOME_TOTAL_pctchange_max,0.0006207324643078833,0.041921239860231586,0.12023045993978541,0.1627724322643249
f507_Active_DAYS_CREDIT_sum,0.0012414649286157666,0.09030053675326535,0.07121503143634526,0.16275703311822637
f104_approved_AMT_CREDIT-m-app_AMT_GOODS_PRICE-d-app_AMT_INCOME_TOTAL_pctchange_max-d-min,0.0006207324643078833,0.046304753608740284,0.11577698945294955,0.1627024755259977
f704_AMT_PAYMENT-AMT_TOTAL_RECEIVABLE_sum_mean,0.0074487895716946,0.07210253556494321,0.08313544672701291,0.16268677186365071
f408_AMT_PAYMENT_CURRENT_pctchange_pctchange_mean,0.0006207324643078833,0.04803622659088756,0.11399577942889066,0.16265273848408612
f505_Active_DAYS_CREDIT-m-app_DAYS_BIRTH_mean,0.013656114214773432,0.09749773919638034,0.05140380753946684,0.16255766095062063
f103_nyg-middle_AMT_GOODS_PRICE-d-AMT_CREDIT_max,0.0006207324643078833,0.04709291273252498,0.11481408567557982,0.16252773087241268
f110_approved_approved_RATE_DOWN_PAYMENT_max_min,0.0006207324643078833,0.04283908061334565,0.11906315525718737,0.1625229683348409
f110_refused_refused_AMT_APPLICATION-m-app_AMT_CREDIT-d-app_AMT_INCOME_TOTAL_pctchange_max_mean,0.0006207324643078833,0.15230838247172981,0.009586932686245895,0.16251604762228358
f403_AMT_PAYMENT_CURRENT_sum,0.008690254500310366,0.053435474994010204,0.10035272437545972,0.1624784538697803
f101_nyg-low_normal_total_debt_diff_std,0.0006207324643078833,0.0405417166497181,0.12129485440901216,0.16245730352303814
f103_approved_AMT_CREDIT-m-app_AMT_CREDIT-d-app_AMT_INCOME_TOTAL_std-d-mean,0.008690254500310366,0.053780616137376405,0.09997126576981745,0.1624421364075042
f401_AMT_INST_MIN_REGULARITY_pctchange_std-d-mean,0.008690254500310366,0.05387769157847331,0.09984921948276887,0.16241716556155256
f305_notdelay_nan_DAYS_ENTRY_PAYMENT-m-app_DAYS_REGISTRATION_max,0.0037243947858473,0.05840376008206947,0.10027267570265877,0.16240083057057553
f508_Closed_AMT_CREDIT_SUM-d-app_AMT_GOODS_PRICE_pctchange_max,0.002482929857231533,0.05659483985983746,0.1033047027150969,0.1623824724321659
f303_AMT_PAYMENT-d-AMT_ANNUITY_max,0.0006207324643078833,0.043746831875121184,0.11801048050435942,0.16237804484378848
f501_AMT_CREDIT_SUM-m-AMT_CREDIT_SUM_DEBT_min,0.0223463687150838,0.11415337115689655,0.025877124539851,0.16237686441183136
f103_approved_DAYS_FIRST_DUE-d-app_DAYS_REGISTRATION_min,0.00558659217877095,0.05869678799153092,0.09805603861335108,0.16233941878365293
f101_active_DAYS_LAST_DUE-m-app_DAYS_REGISTRATION_min,0.0006207324643078833,0.06089417460194929,0.10078757614576545,0.16230248321202262
f401_AMT_BALANCE-d-AMT_CREDIT_LIMIT_ACTUAL_diff_diff_max-d-min,0.0006207324643078833,0.04709884137629346,0.11454242296203597,0.1622619968026373
f401_AMT_DRAWINGS_CURRENT-d-app_AMT_ANNUITY_pctchange_diff_std-d-mean,0.0006207324643078833,0.08412013894460858,0.07749876416211007,0.16223963557102655
f507_Active_DAYS_CREDIT_UPDATE_diff_std-d-mean,0.0006207324643078833,0.040307050567529805,0.12128223296688363,0.1622100159987213
f502_AMT_CREDIT_MAX_OVERDUE_mean,0.008690254500310366,0.0905480555385499,0.06296681826619545,0.16220512830505573
f405_AMT_RECEIVABLE_PRINCIPAL_pctchange_max,0.018001241464928614,0.10394117113966177,0.04024738707939276,0.16218979968398314
f508_Active_DAYS_CREDIT-d-app_DAYS_LAST_PHONE_CHANGE_std,0.006828057107386716,0.07114627308531352,0.08414556269303487,0.16211989288573508
f407_AMT_DRAWINGS_CURRENT-d-app_AMT_ANNUITY_pctchange_pctchange_std,0.0006207324643078833,0.0501142118001631,0.11138491446077056,0.16211985872524154
f508_Active_AMT_CREDIT_SUM_max,0.0074487895716946,0.1122783551971013,0.04237948596596854,0.16210663073476445
f101_active_AMT_CREDIT-m-app_AMT_INCOME_TOTAL_pctchange_std-d-mean,0.0006207324643078833,0.04998818783302278,0.11144333772608156,0.16205225802341222
f305_delay_cas_DAYS_ENTRY_PAYMENT_sum,0.009931719428926133,0.0812219132701858,0.07089648070914097,0.1620501134082529
f103_approved_AMT_GOODS_PRICE-d-AMT_CREDIT_std,0.0006207324643078833,0.08542205638545573,0.07598648925017888,0.1620292780999425
f101_nyg-low_action_AMT_GOODS_PRICE-d-AMT_CREDIT_pctchange_min,0.0006207324643078833,0.04426677183868973,0.1171223370608726,0.16200984136387023
f104_approved_AMT_CREDIT-m-app_AMT_GOODS_PRICE-d-app_AMT_INCOME_TOTAL_pctchange_std-d-mean,0.0006207324643078833,0.04290911402719027,0.1184649502721592,0.16199479676365736
f102_approved_AMT_ANNUITY-d-app_AMT_INCOME_TOTAL_max,0.011793916821849782,0.055669435938471776,0.09451132141649231,0.16197467417681388
f103_approved_DAYS_LAST_DUE-d-app_DAYS_BIRTH_mean,0.004345127250155183,0.07076879812824984,0.08684788958799446,0.16196181496639947
f204_SK_DPD_DEF_std-d-mean,0.00186219739292365,0.05296146754508219,0.10711553441879217,0.161939199356798
f110_nyg-low_action_nyg-low_action_AMT_GOODS_PRICE-d-total_debt_diff_max_std,0.0006207324643078833,0.045362469890505186,0.1159419196417205,0.16192512199653358
f505_Active_DAYS_CREDIT-m-app_DAYS_LAST_PHONE_CHANGE_sum,0.032898820608317815,0.09768691621440859,0.03132018610289945,0.16190592292562583
f110_active_active_AMT_APPLICATION-m-app_AMT_INCOME_TOTAL_pctchange_max_max,0.0006207324643078833,0.06287182811094014,0.09840037041663943,0.16189293099188745
f507_Active_AMT_CREDIT_SUM_DEBT-d-AMT_CREDIT_SUM_max,0.022967101179391682,0.126242303138165,0.01264483519884816,0.16185423951640485
f308_cas_days_weighted_delay_tsw3_pctchange_var,0.0006207324643078833,0.05475200578895416,0.1064564492433109,0.16182918749657293
f503_DAYS_CREDIT_UPDATE-m-DAYS_CREDIT_max-d-min,0.0006207324643078833,0.07045491318250767,0.09070924248498152,0.1617848881317971
f102_nyg-middle_DAYS_DECISION_mean,0.00558659217877095,0.05093407961559957,0.10524655729047128,0.1617672290848418
f101_approved_DAYS_FIRST_DUE-m-app_DAYS_BIRTH_min,0.006828057107386716,0.13401591442195482,0.020855753970041174,0.1616997254993827
f308_notdelay_cas_AMT_PAYMENT-d-app_AMT_GOODS_PRICE_diff_max,0.006207324643078833,0.06679950353162313,0.0886771058458508,0.16168393402055276
f101_nyg-high_CODE_REJECT_REASON_XAP_mean,0.0006207324643078833,0.14266019840993938,0.018387351786973104,0.16166828266122035
f703_bureau_y_median,0.006828057107386716,0.13917364386948858,0.015659077105317023,0.1616607780821923
f110_nyg-low_action_nyg-low_action_AMT_ANNUITY-m-app_AMT_ANNUITY-d-app_AMT_INCOME_TOTAL_diff_max_max,0.0006207324643078833,0.06297984416507371,0.09806006510602129,0.1616606417354029
f202_SK_DPD_std-d-mean,0.0037243947858473,0.09535232151196615,0.06257001001951447,0.1616467263173279
f509_DAYS_CREDIT_UPDATE-m-DAYS_ENDDATE_FACT,0.006207324643078833,0.07775214460161266,0.07766715942396263,0.16162662866865413
f308_cons_AMT_INSTALMENT_pctchange_min,0.006207324643078833,0.07052716891116308,0.08489113751381361,0.16162563106805553
f001_AMT_REQ_CREDIT_BUREAU_QRT,0.016139044072004966,0.07048016728264883,0.07500467283515903,0.16162388418981283
f405_AMT_INST_MIN_REGULARITY_diff_diff_mean,0.008690254500310366,0.059864387964644966,0.09302241971137183,0.16157706217632717
f109_AMT_APPLICATION-m-app_AMT_INCOME_TOTAL_pctchange,0.0006207324643078833,0.03987315357176907,0.12105801719934947,0.16155190323542643
f511_DAYS_CREDIT_ENDDATE-m-app_DAYS_REGISTRATION_max_max,0.004345127250155183,0.08729295279943142,0.06986584125367379,0.16150392130326038
f109_AMT_CREDIT-d-app_AMT_ANNUITY_diff,0.002482929857231533,0.06079315228073633,0.09820876305948102,0.16148484519744888
f301_notdelay_DAYS_ENTRY_PAYMENT-m-app_DAYS_BIRTH_max,0.0037243947858473,0.12814443639740616,0.029595754169313118,0.16146458535256658
f101_nyg-high_AMT_GOODS_PRICE-m-app_AMT_ANNUITY-d-app_AMT_INCOME_TOTAL_pctchange_max,0.00186219739292365,0.07680652032063875,0.08278840432923469,0.1614571220427971
f110_active_active_AMT_CREDIT-d-app_AMT_INCOME_TOTAL_diff_mean_mean,0.0006207324643078833,0.04250606132839555,0.11830145387486511,0.16142824766756855
f110_approved_approved_DAYS_FIRST_DRAWING-d-app_DAYS_BIRTH_mean_min,0.00186219739292365,0.1289596821231975,0.03060280591518001,0.16142468543130115
f408_AMT_PAYMENT_CURRENT_diff_pctchange_mean,0.0006207324643078833,0.053211702964527666,0.10757744789738251,0.16140988332621806
f101_nyg-middle_total_debt_pctchange_std,0.002482929857231533,0.052633547695485484,0.10628921462546605,0.16140569217818307
f103_nyg-high_AMT_CREDIT-d-total_debt_pctchange_max,0.0012414649286157666,0.05815536598270716,0.10195628438111018,0.1613531152924331
f104_nyg-low_normal_AMT_ANNUITY-d-app_AMT_ANNUITY_std-d-mean,0.002482929857231533,0.052818468725874465,0.10598151023349332,0.16128290881659932
f101_refused_AMT_GOODS_PRICE-d-total_debt_min,0.009931719428926133,0.13228519027668217,0.01906397729819469,0.161280887003803
f403_AMT_DRAWINGS_POS_CURRENT_diff_diff_max-m-min,0.0006207324643078833,0.04807968021394194,0.11255140983263451,0.16125182251088432
f101_refused_NAME_PRODUCT_TYPE_walk-in_mean,0.014276846679081317,0.07024659355896702,0.0767253194600437,0.16124875969809205
f305_delay_rev_DAYS_ENTRY_PAYMENT-m-app_DAYS_REGISTRATION_min,0.0006207324643078833,0.05569771269868836,0.10488346175635989,0.16120190691935612
f104_completed_AMT_ANNUITY-d-app_AMT_INCOME_TOTAL_min,0.002482929857231533,0.06118696191932583,0.09750420742407107,0.16117409920062842
f305_cas_AMT_PAYMENT-d-app_AMT_GOODS_PRICE_mean,0.00186219739292365,0.07003039352372359,0.08920547951511795,0.1610980704317652
f102_nyg-middle_AMT_ANNUITY-m-app_AMT_INCOME_TOTAL_mean,0.00186219739292365,0.0578163000129024,0.10141720698597394,0.1610957043918
f503_DAYS_ENDDATE_FACT-d-app_DAYS_LAST_PHONE_CHANGE_max,0.0037243947858473,0.05283874657971159,0.10450747723568742,0.1610706186012463
f103_approved_DAYS_FIRST_DUE-m-app_DAYS_EMPLOYED_std-d-mean,0.0006207324643078833,0.0810810817437365,0.07932606072908072,0.16102787493712512
f407_CNT_DRAWINGS_ATM_CURRENT_pctchange_pctchange_mean,0.0006207324643078833,0.1469387313314246,0.013456276389503528,0.161015740185236
f507_Active_AMT_CREDIT_SUM-d-app_AMT_ANNUITY_diff_max-m-min,0.0012414649286157666,0.1399800370741731,0.019789636137821,0.16101113814060988
f101_nyg-low_normal_amt_unpaid_min,0.0006207324643078833,0.05428044091570526,0.10610867870370469,0.16100985208371782
f101_approved_AMT_GOODS_PRICE-m-app_AMT_CREDIT-d-app_AMT_INCOME_TOTAL_pctchange_std-d-mean,0.0074487895716946,0.056383372745498546,0.09716046124494594,0.1609926235621391
f101_nyg-high_RATE_DOWN_PAYMENT_min,0.00558659217877095,0.07420799746687597,0.08116407764695532,0.16095866729260222
f103_nyg-high_AMT_GOODS_PRICE-m-app_AMT_INCOME_TOTAL_pctchange_min,0.0006207324643078833,0.0577070519804701,0.10262780061929878,0.16095558506407676
f503_DAYS_ENDDATE_FACT-d-app_DAYS_BIRTH_min,0.009931719428926133,0.07256793849037979,0.07844279419394626,0.1609424521132522
f110_nyg-low_normal_nyg-low_normal_AMT_GOODS_PRICE-d-app_AMT_ANNUITY_diff_max_min,0.0006207324643078833,0.04374147611334773,0.1165393282269331,0.1609015368045887
f102_active_AMT_APPLICATION-m-app_AMT_ANNUITY-d-app_AMT_INCOME_TOTAL_pctchange_mean,0.00558659217877095,0.055293648749921015,0.0999439754466476,0.16082421637533956
f101_nyg-high_AMT_APPLICATION-m-app_AMT_GOODS_PRICE_min,0.0012414649286157666,0.13205204541625876,0.027496389304751487,0.160789899649626
f102_nyg-low_normal_AMT_GOODS_PRICE-d-total_debt_max,0.004965859714463066,0.06782157925928739,0.08795461754804319,0.16074205652179363
f110_nyg-low_action_nyg-low_action_AMT_ANNUITY-m-app_AMT_ANNUITY_diff_max_mean,0.0012414649286157666,0.05835382668826406,0.10113689293774399,0.16073218455462382
f104_completed_DAYS_LAST_DUE_1ST_VERSION-m-app_DAYS_LAST_PHONE_CHANGE_max,0.0006207324643078833,0.0507937517725241,0.10927245715471276,0.16068694139154474
f103_nyg-high_amt_paid_mean,0.0006207324643078833,0.04794898818514455,0.11210883170030635,0.16067855234975878
f307_notdelay_rev_DEP_diff_max,0.0006207324643078833,0.050733876740890825,0.10931113147135453,0.16066574067655323
f102_nyg-low_action_DAYS_FIRST_DUE-d-app_DAYS_EMPLOYED_min,0.0012414649286157666,0.05036067312781576,0.10905711050867434,0.16065924856510586
f507_Active_AMT_CREDIT_MAX_OVERDUE_max,0.002482929857231533,0.09889767361700409,0.059253835995937004,0.16063443947017264
f106_NAME_SELLER_INDUSTRY-Connectivity_appref,0.011793916821849782,0.0730459712139157,0.07577514865650992,0.1606150366922754
f304_delay_DAYS_ENTRY_PAYMENT-m-app_DAYS_REGISTRATION_mean,0.0012414649286157666,0.05681150487781923,0.10249255263218701,0.16054552243862202
f401_AMT_DRAWINGS_POS_CURRENT_max-d-min,0.0006207324643078833,0.0454841907967532,0.11442328100600693,0.16052820426706801
f501_AMT_ANNUITY_diff_max-d-min,0.004965859714463066,0.05434020586294673,0.1012063118377699,0.1605123774151797
f508_Active_AMT_CREDIT_SUM-d-app_AMT_GOODS_PRICE_diff_std,0.002482929857231533,0.06404222673179842,0.09392763772276223,0.16045279431179219
f503_AMT_CREDIT_SUM-d-app_AMT_ANNUITY_pctchange_std-d-mean,0.0037243947858473,0.06253802450407445,0.0941594773582318,0.16042189664815354
f101_completed_AMT_GOODS_PRICE-d-AMT_CREDIT_diff_std,0.0006207324643078833,0.041515989502306866,0.11827472419641304,0.16041144616302777
f102_approved_AMT_GOODS_PRICE-d-total_debt_std-d-mean,0.0006207324643078833,0.05486589247348963,0.10492268037014527,0.16040930530794278
f110_nyg-middle_nyg-middle_AMT_ANNUITY-m-app_AMT_CREDIT_max_max,0.002482929857231533,0.10077911971277319,0.057128372748705726,0.16039042231871045
f102_approved_DAYS_FIRST_DUE-m-app_DAYS_EMPLOYED_max,0.0006207324643078833,0.0663304166268112,0.09343438471093975,0.16038553380205883
f102_nyg-low_normal_DAYS_LAST_DUE_1ST_VERSION-m-app_DAYS_LAST_PHONE_CHANGE_max,0.008069522036002483,0.060613244409412,0.0916731884181031,0.16035595486351759
f505_Closed_DAYS_CREDIT_ENDDATE-d-app_DAYS_LAST_PHONE_CHANGE_sum,0.0074487895716946,0.05435858149609481,0.09848190957902174,0.16028928064681114
f101_nyg-middle_AMT_GOODS_PRICE-m-app_AMT_INCOME_TOTAL_pctchange_std,0.00186219739292365,0.05747280085500113,0.1008283784988883,0.16016337674681308
f505_Active_AMT_CREDIT_MAX_OVERDUE_max-m-min,0.004965859714463066,0.11934479276508927,0.035840835551943354,0.1601514880314957
f001_alldocs_kurt,0.01303538175046555,0.10909992104607608,0.03799690905407821,0.16013221185061982
f308_delay_cas_days_weighted_delay_tsw3_diff_var,0.0148975791433892,0.07502577131032481,0.07019393332463542,0.16011728377834944
f509_DAYS_ENDDATE_FACT-m-DAYS_CREDIT_ENDDATE,0.004345127250155183,0.10721165897924306,0.0485600364543693,0.16011682268376753
f101_nyg-low_normal_AMT_ANNUITY-d-app_AMT_GOODS_PRICE_std-d-mean,0.0012414649286157666,0.048381062070573286,0.11049404103754047,0.16011656803672952
f103_completed_AMT_APPLICATION-d-app_AMT_ANNUITY_min,0.0006207324643078833,0.04183068985814603,0.11763075748000201,0.16008217980245593
f507_Active_DAYS_CREDIT-m-app_DAYS_REGISTRATION_max-d-min,0.01303538175046555,0.057821205787398536,0.08917968318767436,0.16003627072553844
f408_CNT_DRAWINGS_CURRENT_diff_pctchange_mean,0.0031036623215394167,0.05858560648460358,0.09834604574279572,0.1600353145489387
f101_active_AMT_GOODS_PRICE-d-total_debt_min,0.027312228429546864,0.10978001252439698,0.022942289303782386,0.16003453025772624
f504_DAYS_CREDIT_UPDATE-m-DAYS_ENDDATE_FACT_std-d-mean,0.0031036623215394167,0.05061689254545033,0.10629704003510448,0.16001759490209422
f505_Active_DAYS_CREDIT-d-app_DAYS_LAST_PHONE_CHANGE_min,0.014276846679081317,0.07147523819805165,0.07425483326180261,0.16000691813893558
f103_nyg-high_AMT_GOODS_PRICE-d-total_debt_pctchange_max,0.0006207324643078833,0.04072125673892104,0.11863111447293108,0.15997310367616
f307_delay_cons_DEP_diff_mean,0.0006207324643078833,0.03959014644182694,0.11975276410910451,0.15996364301523935
f103_approved_DAYS_LAST_DUE-d-app_DAYS_REGISTRATION_max-d-min,0.0006207324643078833,0.044263298691236075,0.11506116871836487,0.15994519987390882
f108_DAYS_TERMINATION-m-app_DAYS_REGISTRATION,0.0012414649286157666,0.0587457392091921,0.0999556662078578,0.15994287034566568
f504_DAYS_CREDIT_ENDDATE-m-app_DAYS_LAST_PHONE_CHANGE_min,0.006828057107386716,0.06750763041735225,0.08560139658447934,0.1599370841092183
f408_CNT_DRAWINGS_POS_CURRENT_diff_pctchange_mean,0.0031036623215394167,0.06973238828674981,0.08704027765587265,0.15987632826416187
f110_active_active_AMT_CREDIT-d-total_debt_diff_max_min,0.0006207324643078833,0.09493139552609062,0.06426063955352443,0.15981276754392293
f103_refused_AMT_ANNUITY-d-app_AMT_CREDIT_pctchange_max,0.0006207324643078833,0.04497294518363094,0.11419650344043117,0.15979018108836998
f308_delay_rev_days_weighted_delay_tsw3_diff_mean,0.0006207324643078833,0.07360705777264227,0.08554762238772319,0.15977541262467335
f110_nyg-high_nyg-high_HOUR_APPR_PROCESS_START_max_max,0.0111731843575419,0.055145554770264615,0.09338902135991553,0.15970776048772206
f312_AMT_PAYMENT-m-AMT_ANNUITY_diff_mean,0.0006207324643078833,0.05658371781114784,0.10244306168392024,0.15964751195937596
f504_DAYS_ENDDATE_FACT-d-app_DAYS_BIRTH_min,0.004345127250155183,0.05370760709249423,0.10153233391815455,0.15958506826080399
f110_nyg-high_nyg-high_AMT_GOODS_PRICE-d-app_AMT_CREDIT_diff_mean_std,0.0006207324643078833,0.08032626056507858,0.07859652384238205,0.15954351687176851
f102_approved_DAYS_FIRST_DUE-m-app_DAYS_LAST_PHONE_CHANGE_std-d-mean,0.004345127250155183,0.051997874043945166,0.10314616524143023,0.15948916653553058
f408_AMT_BALANCE-d-AMT_DRAWINGS_CURRENT_diff_diff_min,0.0037243947858473,0.049135861225638344,0.10661834586454769,0.15947860187603333
f101_nyg-high_DAYS_LAST_DUE-d-app_DAYS_REGISTRATION_min,0.002482929857231533,0.06702115136600537,0.08990878325577231,0.1594128644790092
f507_Active_AMT_CREDIT_SUM_DEBT_sum,0.0074487895716946,0.05535788040185486,0.09657415190287054,0.15938082187642
f407_AMT_BALANCE-d-AMT_CREDIT_LIMIT_ACTUAL_max,0.006828057107386716,0.1250354824779053,0.02744794686206105,0.15931148644735305
f411_AMT_PAYMENT_CURRENT_pctchange_pctchange_std,0.002482929857231533,0.08165360830617287,0.07515933304451514,0.15929587120791955
f101_nyg-low_normal_amt_unpaid_max,0.002482929857231533,0.07340389002769764,0.08340075901275538,0.15928757889768455
f310_AMT_PAYMENT-d-app_AMT_INCOME_TOTAL_min,0.0031036623215394167,0.14113779528747614,0.015012331773547369,0.1592537893825629
f508_Active_DAYS_CREDIT_UPDATE_sum,0.0037243947858473,0.06235844278490935,0.09310699611515652,0.15918983368591316
f511_AMT_CREDIT_SUM_DEBT-d-AMT_CREDIT_SUM_LIMIT_max_min,0.0031036623215394167,0.06757189598407275,0.0884847889134448,0.15916034721905697
f302_AMT_PAYMENT-d-app_AMT_ANNUITY_min,0.00931098696461825,0.13247723075156634,0.01736954938925799,0.15915776710544258
