index,split,gain
EXT_SOURCE_3,2409,125408.2985200882
EXT_SOURCE_2,2339,108751.76026296616
EXT_SOURCE_1,1852,47904.844074726105
DAYS_EMPLOYED,1960,26794.167660713196
AMT_GOODS_PRICE,1917,26281.03924036026
AMT_CREDIT,2108,22689.64048051834
ORGANIZATION_TYPE,1284,22289.47404885292
DAYS_ID_PUBLISH,2268,21528.473002433777
AMT_ANNUITY,2069,20604.228904247284
DAYS_BIRTH,1607,20479.73901772499
DAYS_REGISTRATION,2060,18186.19340968132
ins_gby-SK_ID_CURR-SK_ID_PREV_AMT_PAYMENT_min_mean,1309,17327.571734428406
OCCUPATION_TYPE,595,16060.064066886902
ins_gby-SK_ID_CURR-SK_ID_PREV_AMT_PAYMENT_min_sum,1282,15655.602886199951
DAYS_LAST_PHONE_CHANGE,1369,14242.318825006485
ins_gby-SK_ID_CURR_AMT_PAYMENT_min,1376,13934.849014997482
ins_gby-SK_ID_CURR-SK_ID_PREV_AMT_PAYMENT_min_max,1160,12891.574805021286
REGION_POPULATION_RELATIVE,1409,12262.835738897324
OWN_CAR_AGE,967,11734.671782016754
TOTALAREA_MODE,1339,11674.579407453537
ins_gby-SK_ID_CURR-NUM_INSTALMENT_VERSION_DAYS_ENTRY_PAYMENT_max_std,1304,11663.141397237778
AMT_INCOME_TOTAL,1316,11130.654626131058
NAME_EDUCATION_TYPE,222,10701.749984264374
ins_gby-SK_ID_CURR-NUM_INSTALMENT_NUMBER_DAYS_ENTRY_PAYMENT_std_min,1208,10572.430035829544
ins_gby-SK_ID_CURR-NUM_INSTALMENT_NUMBER_AMT_PAYMENT_mean_min,1037,10550.056885242462
ins_gby-SK_ID_CURR-NUM_INSTALMENT_NUMBER_AMT_PAYMENT_std_min,1202,10065.7546916008
CODE_GENDER,261,9780.222402095795
ins_gby-SK_ID_CURR-SK_ID_PREV_DAYS_ENTRY_PAYMENT_std_min,1157,9704.198622226715
ins_gby-SK_ID_CURR-NUM_INSTALMENT_NUMBER_DAYS_ENTRY_PAYMENT_std_mean,1014,9690.692569255829
LIVINGAREA_MODE,1144,9685.028633117676
ins_gby-SK_ID_CURR-SK_ID_PREV_AMT_PAYMENT_sum_min,1178,9620.532445430756
LIVINGAREA_MEDI,1072,9597.52727174759
ins_gby-SK_ID_CURR-NUM_INSTALMENT_VERSION_AMT_PAYMENT_mean_min,1021,9561.958108901978
ins_gby-SK_ID_CURR-NUM_INSTALMENT_NUMBER_DAYS_ENTRY_PAYMENT_std_std,1141,9427.243923902512
ins_gby-SK_ID_CURR_AMT_INSTALMENT_min,1061,9397.80303311348
ins_gby-SK_ID_CURR-NUM_INSTALMENT_NUMBER_AMT_INSTALMENT_min_sum,1151,9395.89617061615
APARTMENTS_AVG,1109,9359.246836185455
ins_gby-SK_ID_CURR-NUM_INSTALMENT_NUMBER_AMT_INSTALMENT_sum_min,1010,9285.954791784286
ins_gby-SK_ID_CURR-SK_ID_PREV_AMT_PAYMENT_mean_min,1105,9229.779972076416
ins_gby-SK_ID_CURR-NUM_INSTALMENT_NUMBER_AMT_PAYMENT_min_mean,1022,9222.408851146698
ins_gby-SK_ID_CURR-NUM_INSTALMENT_VERSION_DAYS_ENTRY_PAYMENT_max_mean,1063,9164.198349952698
ins_gby-SK_ID_CURR-NUM_INSTALMENT_NUMBER_AMT_INSTALMENT_min_max,1077,9163.599135398865
ins_gby-SK_ID_CURR-NUM_INSTALMENT_NUMBER_AMT_INSTALMENT_max_min,973,9000.512616157532
ins_gby-SK_ID_CURR-SK_ID_PREV_AMT_INSTALMENT_sum_min,1074,8928.786380052567
ins_gby-SK_ID_CURR-NUM_INSTALMENT_NUMBER_AMT_INSTALMENT_min_mean,1039,8903.624778747559
ins_gby-SK_ID_CURR-NUM_INSTALMENT_VERSION_DAYS_ENTRY_PAYMENT_std_min,1004,8890.676244735718
ins_gby-SK_ID_CURR-NUM_INSTALMENT_VERSION_DAYS_ENTRY_PAYMENT_max_sum,1084,8864.487016439438
ins_gby-SK_ID_CURR_DAYS_ENTRY_PAYMENT_max,1044,8847.937757015228
ins_gby-SK_ID_CURR-NUM_INSTALMENT_NUMBER_AMT_PAYMENT_sum_min,930,8837.566096782684
ins_gby-SK_ID_CURR-NUM_INSTALMENT_NUMBER_AMT_PAYMENT_min_sum,998,8695.914172410965
YEARS_BEGINEXPLUATATION_MODE,1040,8688.33374595642
ins_gby-SK_ID_CURR-SK_ID_PREV_DAYS_ENTRY_PAYMENT_sum_max,1017,8682.027626514435
ins_gby-SK_ID_CURR-NUM_INSTALMENT_NUMBER_AMT_INSTALMENT_std_min,981,8675.359121322632
