index,split,gain
EXT_SOURCE_2,111,7338.139484882355
EXT_SOURCE_3,40,2653.4207990169525
EXT_SOURCE_1,59,2320.869791507721
DAYS_EMPLOYED,128,2094.4406411647797
DAYS_BIRTH,120,1710.696715593338
AMT_GOODS_PRICE,83,1390.8284902572632
DAYS_LAST_PHONE_CHANGE,136,1379.422577381134
cre_gby-SK_ID_CURR-NAME_CONTRACT_STATUS_CNT_DRAWINGS_ATM_CURRENT_mean_min,45,956.5964968204498
cre_gby-SK_ID_CURR-SK_ID_PREV_CNT_DRAWINGS_ATM_CURRENT_mean_mean,27,954.4806399345398
AMT_ANNUITY,134,927.7163414955139
AMT_CREDIT,103,842.9526915550232
DAYS_ID_PUBLISH,88,819.5454814434052
REGION_POPULATION_RELATIVE,113,812.4735033512115
cre_gby-SK_ID_CURR-SK_ID_PREV_CNT_DRAWINGS_ATM_CURRENT_mean_sum,30,726.4945046901703
REGION_RATING_CLIENT_W_CITY,41,690.8495426177979
cre_gby-SK_ID_CURR-SK_ID_PREV_CNT_DRAWINGS_CURRENT_std_sum,28,534.7619247436523
REGION_RATING_CLIENT,29,499.8157739639282
APARTMENTS_MODE,54,469.7080421447754
OCCUPATION_TYPE,3,467.0675964355469
cre_gby-SK_ID_CURR-NAME_CONTRACT_STATUS_CNT_DRAWINGS_CURRENT_std_min,15,465.4881227016449
cre_gby-SK_ID_CURR_CNT_DRAWINGS_CURRENT_mean,38,457.86987566947937
LIVINGAREA_AVG,48,415.42760968208313
cre_gby-SK_ID_CURR-CNT_DRAWINGS_OTHER_CURRENT_CNT_DRAWINGS_CURRENT_std_mean,16,412.8198719024658
cre_gby-SK_ID_CURR-SK_ID_PREV_CNT_DRAWINGS_CURRENT_mean_sum,25,408.39949083328247
cre_gby-SK_ID_CURR-NAME_CONTRACT_STATUS_CNT_DRAWINGS_CURRENT_std_max,30,390.0373697280884
YEARS_BEGINEXPLUATATION_AVG,47,329.21760869026184
cre_gby-SK_ID_CURR-SK_ID_PREV_CNT_DRAWINGS_ATM_CURRENT_std_min,38,328.7644808292389
cre_gby-SK_ID_CURR_AMT_CREDIT_LIMIT_ACTUAL_sum,46,326.59936904907227
FLAG_DOCUMENT_3,21,316.21639013290405
cre_gby-SK_ID_CURR-SK_ID_PREV_CNT_DRAWINGS_CURRENT_std_max,40,308.32366037368774
YEARS_BEGINEXPLUATATION_MODE,42,306.8135962486267
APARTMENTS_MEDI,34,306.250248670578
TOTALAREA_MODE,36,281.01390314102173
cre_gby-SK_ID_CURR-NAME_CONTRACT_STATUS_CNT_DRAWINGS_ATM_CURRENT_mean_mean,13,271.09637808799744
OWN_CAR_AGE,28,260.435697555542
AMT_INCOME_TOTAL,50,260.04787135124207
REG_CITY_NOT_WORK_CITY,7,258.99899888038635
YEARS_BUILD_AVG,48,257.4740688800812
cre_gby-SK_ID_CURR-SK_ID_PREV_CNT_DRAWINGS_ATM_CURRENT_mean_min,21,252.00919580459595
cre_gby-SK_ID_CURR-CNT_DRAWINGS_OTHER_CURRENT_CNT_DRAWINGS_ATM_CURRENT_std_min,27,234.8625226020813
cre_gby-SK_ID_CURR-NAME_CONTRACT_STATUS_CNT_DRAWINGS_CURRENT_mean_min,14,230.7495527267456
REG_CITY_NOT_LIVE_CITY,21,230.30971097946167
cre_gby-SK_ID_CURR-CNT_DRAWINGS_OTHER_CURRENT_CNT_DRAWINGS_CURRENT_mean_mean,13,228.87176966667175
cre_gby-SK_ID_CURR-CNT_DRAWINGS_OTHER_CURRENT_AMT_PAYMENT_TOTAL_CURRENT_sum_max,31,228.23703169822693
FLOORSMAX_AVG,17,227.35837817192078
cre_gby-SK_ID_CURR-NAME_CONTRACT_STATUS_CNT_DRAWINGS_ATM_CURRENT_mean_sum,11,225.00496101379395
cre_gby-SK_ID_CURR_AMT_PAYMENT_CURRENT_max,39,224.693519115448
NAME_EDUCATION_TYPE,4,223.20760345458984
cre_gby-SK_ID_CURR-SK_ID_PREV_CNT_DRAWINGS_ATM_CURRENT_std_sum,30,222.32327151298523
cre_gby-SK_ID_CURR-CNT_DRAWINGS_OTHER_CURRENT_AMT_CREDIT_LIMIT_ACTUAL_mean_max,31,213.68716883659363
cre_gby-SK_ID_CURR_AMT_DRAWINGS_CURRENT_mean,28,211.9574089050293
cre_gby-SK_ID_CURR_AMT_CREDIT_LIMIT_ACTUAL_mean,31,209.1062994003296
cre_gby-SK_ID_CURR_CNT_DRAWINGS_ATM_CURRENT_mean,13,207.87875056266785
LANDAREA_AVG,39,205.05701971054077
cre_gby-SK_ID_CURR-SK_ID_PREV_CNT_DRAWINGS_ATM_CURRENT_mean_max,7,203.12325716018677
cre_gby-SK_ID_CURR-NAME_CONTRACT_STATUS_CNT_DRAWINGS_CURRENT_std_mean,19,200.3861095905304
cre_gby-SK_ID_CURR-CNT_DRAWINGS_OTHER_CURRENT_CNT_DRAWINGS_ATM_CURRENT_mean_max,12,198.84182691574097
AMT_REQ_CREDIT_BUREAU_DAY,16,193.76124095916748
FLOORSMAX_MEDI,21,192.82140970230103
LANDAREA_MEDI,33,191.5310697555542
cre_gby-SK_ID_CURR-CNT_DRAWINGS_OTHER_CURRENT_CNT_DRAWINGS_CURRENT_max_min,26,187.54909992218018
ELEVATORS_AVG,24,185.6411793231964
cre_gby-SK_ID_CURR-SK_ID_PREV_AMT_PAYMENT_CURRENT_sum_mean,21,185.2164888381958
cre_gby-SK_ID_CURR-CNT_DRAWINGS_OTHER_CURRENT_AMT_PAYMENT_CURRENT_sum_max,22,184.50630807876587
AMT_REQ_CREDIT_BUREAU_YEAR,32,180.4351887702942
cre_gby-SK_ID_CURR-CNT_DRAWINGS_OTHER_CURRENT_AMT_PAYMENT_TOTAL_CURRENT_mean_sum,27,176.39385986328125
cre_gby-SK_ID_CURR-NAME_CONTRACT_STATUS_CNT_DRAWINGS_CURRENT_mean_max,23,174.91462779045105
cre_gby-SK_ID_CURR-NAME_CONTRACT_STATUS_AMT_PAYMENT_TOTAL_CURRENT_max_min,29,173.62795901298523
cre_gby-SK_ID_CURR-SK_ID_PREV_AMT_PAYMENT_TOTAL_CURRENT_mean_max,28,173.6066493988037
cre_gby-SK_ID_CURR_AMT_PAYMENT_CURRENT_nunique,30,171.34764862060547
DEF_30_CNT_SOCIAL_CIRCLE,26,171.1754093170166
cre_gby-SK_ID_CURR-CNT_DRAWINGS_OTHER_CURRENT_AMT_CREDIT_LIMIT_ACTUAL_sum_mean,22,170.47199082374573
ENTRANCES_AVG,26,167.8914806842804
cre_gby-SK_ID_CURR-SK_ID_PREV_CNT_DRAWINGS_CURRENT_std_min,21,165.7442605495453
APARTMENTS_AVG,18,165.64728951454163
cre_gby-SK_ID_CURR-CNT_DRAWINGS_OTHER_CURRENT_CNT_DRAWINGS_CURRENT_mean_min,15,165.31109762191772
cre_gby-SK_ID_CURR-SK_ID_PREV_AMT_CREDIT_LIMIT_ACTUAL_sum_mean,19,164.540461063385
cre_gby-SK_ID_CURR_CNT_DRAWINGS_ATM_CURRENT_std,20,162.53400087356567
cre_gby-SK_ID_CURR-NAME_CONTRACT_STATUS_AMT_CREDIT_LIMIT_ACTUAL_mean_mean,28,162.15225100517273
