feature,split,gain
f001_EXT_SOURCES_mean,615,161976.12188911438
f702_prev_y_mean,307,63393.933698654175
f002_ORGANIZATION_TYPE,2486,40934.59890174866
f702_prev_y_max,221,21035.582367658615
f001_EXT_SOURCES_sum,320,13857.05208849907
f702_prev_y_q25,127,11986.736757278442
f702_prev_y_min,174,10321.576259791851
f001_EXT_SOURCE_2,369,8260.976084053516
f501_AMT_CREDIT_SUM_DEBT-d-AMT_CREDIT_SUM_max,166,7142.691392421722
f002_NAME_EDUCATION_TYPE,163,6275.162330150604
f702_prev_y_q75,87,5971.009056568146
f001_CODE_GENDER,229,5593.341922283173
f001_EXT_SOURCE_3,199,5587.12251162529
f505_Active_AMT_CREDIT_SUM_DEBT-d-AMT_CREDIT_SUM_max,124,5264.292345046997
f002_OCCUPATION_TYPE,187,3912.053069114685
f302_days_weighted_delay_max,92,2687.53684592247
f505_Active_AMT_CREDIT_SUM_DEBT-d-AMT_CREDIT_SUM_mean,108,2466.137000784278
f001_EXT_SOURCES_prod,72,2104.1379504203796
f501_AMT_CREDIT_SUM_DEBT-d-AMT_CREDIT_SUM_mean,78,2086.6742277145386
f101_approved_AMT_GOODS_PRICE-d-total_debt_mean,83,1875.3556904792786
f001_OWN_CAR_AGE,78,1714.0416359901428
f201_CNT_INSTALMENT-m-CNT_INSTALMENT_FUTURE_var,93,1503.4051358699799
f505_Active_AMT_CREDIT_SUM-m-AMT_CREDIT_SUM_DEBT_pctchange_max,48,1481.08864736557
f002_NAME_FAMILY_STATUS,110,1469.408399105072
f001_AMT_GOODS_PRICE-m-AMT_CREDIT,88,1413.1502892971039
f501_AMT_CREDIT_SUM-m-AMT_CREDIT_SUM_DEBT_mean,75,1334.2713770866394
f001_EXT_SOURCE_1,75,1305.6620109081268
f001_DAYS_ID_PUBLISH-m-DAYS_BIRTH,64,1203.5692749023438
f502_DAYS_CREDIT_ENDDATE-d-app_DAYS_BIRTH_mean,54,1196.413979291916
f505_Active_AMT_CREDIT_SUM-m-AMT_CREDIT_SUM_DEBT_min,60,1152.033395767212
f001_DAYS_REGISTRATION-m-DAYS_BIRTH,81,1116.0923299789429
f108_PRODUCT_COMBINATION,96,1114.0362844467163
f109_NAME_GOODS_CATEGORY,89,1070.7063126564026
f201_MONTHS_BALANCE_max,79,1064.5757236480713
f108_NAME_GOODS_CATEGORY,96,1061.7894530296326
f501_AMT_CREDIT_SUM-m-AMT_CREDIT_SUM_DEBT_sum,44,1047.8001708984375
f505_Active_DAYS_CREDIT-m-app_DAYS_LAST_PHONE_CHANGE_sum,49,1016.9208655357361
f202_CNT_INSTALMENT_FUTURE_pctchange_min,52,1016.4622974395752
f308_cons_days_delayed_payment_pctchange_mean,91,959.9199731349945
f501_AMT_CREDIT_MAX_OVERDUE_mean,65,957.3945183753967
f502_AMT_CREDIT_SUM_DEBT-d-AMT_CREDIT_SUM_max,41,913.7357187271118
f405_AMT_BALANCE-d-AMT_CREDIT_LIMIT_ACTUAL_max,41,895.2641673088074
f101_nyg-middle_AMT_CREDIT-d-total_debt_min,43,886.6521396636963
f105_future_vs_past_max-d-income,33,873.5387408733368
f501_CREDIT_TYPE_Mortgage_mean,52,866.0884275436401
f001_AMT_ANNUITY-d-cnt_adults,71,860.5387760102749
f501_AMT_CREDIT_SUM-m-AMT_CREDIT_SUM_DEBT_max,52,855.5624237060547
f001_DAYS_EMPLOYED-m-DAYS_BIRTH-d-DAYS_LAST_PHONE_CHANGE-m-DAYS_ID_PUBLISH,75,855.1832942962646
f105_prevapp_future_payment_13m,41,851.2967219352722
f001_EXT_SOURCES_std,72,850.8889193534851
f101_completed_AMT_ANNUITY-d-app_AMT_ANNUITY_mean,46,838.1524596214294
f001_alldocs_kurt,46,827.6310291290283
f301_delay_DAYS_ENTRY_PAYMENT-m-app_DAYS_LAST_PHONE_CHANGE_mean,37,827.3967208862305
f301_amt_delta_mean,46,827.1852922439575
f501_AMT_CREDIT_SUM_DEBT-d-AMT_CREDIT_SUM_var,41,825.8377356529236
f109_SELLERPLACE_AREA,71,824.9467096328735
f201_MONTHS_BALANCE_mean,48,809.8898787498474
f308_delay_cons_days_weighted_delay_tsw3_diff_var,49,798.5744781494141
f001_EXT_SOURCES_2-3,74,796.1663283109665
f101_nyg-high_AMT_GOODS_PRICE-d-total_debt_mean,46,783.8779993057251
f306_cons_DEP_diff_mean,76,775.0619291067123
f001_DEF_60_CNT_SOCIAL_CIRCLE,57,770.7456851005554
f702_prev_y_var,71,750.9688110351562
f305_notdelay_nan_DAYS_ENTRY_PAYMENT-m-app_DAYS_REGISTRATION_min,57,734.8972606658936
f501_AMT_CREDIT_MAX_OVERDUE_min,53,727.7220718860626
f201_CNT_INSTALMENT_FUTURE-d-CNT_INSTALMENT_mean,51,726.2392683029175
f503_DAYS_CREDIT_ENDDATE-m-DAYS_CREDIT_var,53,721.1813530921936
f202_CNT_INSTALMENT_FUTURE-d-CNT_INSTALMENT_var,61,720.5905704498291
f105_amt_paid-d-unpaid_sum,40,720.4142370223999
f301_delay_DAYS_ENTRY_PAYMENT-m-app_DAYS_BIRTH_min,26,719.1666042804718
f308_cas_DAYS_INSTALMENT_pctchange_var,54,703.9463547468185
f301_days_weighted_delay_sum,43,703.2299808263779
f502_AMT_CREDIT_SUM-m-AMT_CREDIT_SUM_DEBT_mean,45,700.8601498603821
f405_AMT_DRAWINGS_ATM_CURRENT_mean,33,698.0971097946167
